onset	duration	run_number	trial_number	trial_sequence	saccade_direction	fixation_duration	post_stim_duration	spatial_jitter_x	spatial_jitter_y
15982.10637	1.8855552	3	1	4	1	7	4	1	3
15984.54189	1.7788669	3	2	7	1	6	1	2	10
15986.85066	1.7389404	3	3	6	1	4	1	8	2
15989.09959	1.7388767	3	4	2	1	7	1	6	3
15991.65923	1.838047	3	5	6	1	4	3	6	4
15993.97735	2.0585011	3	6	6	1	10	5	5	5
15996.53561	1.9391173	3	7	1	1	7	5	9	8
15998.97438	1.9089642	3	8	7	2	5	4	10	9
16001.23325	1.8289895	3	9	7	1	1	4	9	10
16003.64203	1.6891197	3	10	2	2	2	2	6	3
16005.84091	2.0089091	3	11	2	2	8	6	5	11
16008.41961	1.7690662	3	12	5	2	6	2	3	6
16010.70844	1.639097	3	13	4	2	2	1	9	6
16012.69744	1.7390604	3	14	2	2	7	1	8	7
16014.78639	1.9889369	3	15	1	2	7	6	8	11
16017.34508	1.9689149	3	16	3	1	11	4	2	2
16019.80376	1.8090783	3	17	1	1	3	4	3	11
16021.96268	1.9789735	3	18	6	2	11	3	3	11
16024.43148	1.8290504	3	19	1	2	4	4	9	7
16026.7703	1.8390636	3	20	1	2	2	5	1	10
16029.1391	1.7690763	3	21	7	1	3	2	11	3
16031.25799	1.9689802	3	22	4	2	6	6	6	8
16033.57687	1.9189604	3	23	5	1	11	3	6	6
16035.84571	1.8490146	3	24	1	1	10	2	4	7
16038.22449	1.9090274	3	25	5	1	8	4	4	2
16040.64328	1.9489672	3	26	4	2	10	4	7	3
16043.01204	2.0089873	3	27	6	2	10	4	1	2
16045.51116	1.9985895	3	28	2	2	10	5	8	2
16048.02954	1.8189902	3	29	1	1	1	5	9	8
16050.35837	2.03887	3	30	6	2	9	5	7	3
16052.90705	1.9690036	3	31	5	1	11	4	10	1
16055.24587	1.868982	3	32	1	2	11	2	8	5
16057.63482	1.8188454	3	33	3	2	6	3	11	2
16060.04339	1.8090615	3	34	6	2	5	2	4	8
16062.3922	1.6591346	3	35	5	1	3	1	1	9
16064.40122	1.8190557	3	36	3	2	1	5	2	11
16066.58009	1.9889705	3	37	6	1	9	4	8	6
16069.22879	1.7790676	3	38	2	1	9	1	3	3
16071.50761	1.8489896	3	39	1	2	5	4	11	11
16073.92639	1.8490243	3	40	7	1	2	4	8	1
16076.29516	1.6191318	3	41	3	1	1	1	1	7
16078.44413	1.8790085	3	42	5	2	4	5	1	10
16080.85291	1.7390946	3	43	4	1	7	1	7	3
16083.11172	1.7590934	3	44	6	2	5	1	7	10
16085.22068	1.9589653	3	45	4	1	8	5	3	9
16087.72941	1.8789767	3	46	7	2	6	3	7	2
16090.15813	1.8190642	3	47	2	2	11	1	3	11
16092.47695	1.9989668	3	48	5	2	10	5	3	2
16095.00568	1.8890681	3	49	4	2	7	4	5	8
16097.40453	1.7790171	3	50	5	2	4	3	11	3
16099.53345	1.7890415	3	51	3	2	7	2	8	6
16101.85227	1.9689191	3	52	6	2	3	6	10	1
16104.17103	1.8590371	3	53	7	2	10	1	9	4
16106.59985	1.8090605	3	54	2	2	8	2	3	4
16108.90868	1.9592634	3	55	4	1	8	5	8	4
16111.53736	1.9789135	3	56	5	1	9	5	2	11
16114.12599	1.739097	3	57	3	2	2	3	5	7
16116.21499	1.7890377	3	58	5	2	7	2	4	9
16118.68373	1.8390208	3	59	5	2	7	3	5	3
16121.17246	1.9689306	3	60	1	1	6	6	4	6
16123.65118	1.9489731	3	61	3	1	10	4	7	4
16126.11991	1.8290555	3	62	4	2	9	2	7	1
16128.45878	1.7590374	3	63	3	1	3	3	3	2
16130.56766	1.9789736	3	64	2	1	9	5	3	1
16133.01642	2.0489378	3	65	7	2	7	6	3	6
16135.57516	1.8490047	3	66	3	2	10	2	1	10
16137.80404	1.8790289	3	67	4	2	4	5	4	10
16140.03293	1.8790282	3	68	7	2	1	5	5	8
16142.62162	1.9689138	3	69	6	2	3	6	10	1
16144.95037	1.9190064	3	70	1	1	11	3	9	8
16147.35922	2.0189574	3	71	1	2	11	5	8	4
16149.72801	1.7091114	3	72	1	2	3	2	4	8
16151.80695	1.6591536	3	73	3	1	3	1	8	8
16153.97583	1.9290158	3	74	7	1	6	4	11	4
16156.25468	2.1288764	3	75	7	2	11	6	11	5
16158.93333	1.679096	3	76	6	1	1	1	10	10
16161.18218	2.048959	3	77	3	2	10	6	9	6
16163.86082	1.8090595	3	78	3	1	3	4	3	9
16166.1597	1.8390363	3	79	2	1	2	5	9	4
16168.53848	2.0088999	3	80	5	2	8	6	1	11
16171.0572	1.7790651	3	81	7	1	6	1	9	10
16173.45598	1.6890863	3	82	3	1	2	2	1	9
16175.68485	1.8389916	3	83	3	2	2	5	2	5
16178.00362	1.909091	3	84	2	2	8	4	10	1
16180.42244	1.9889717	3	85	1	2	7	6	4	8
16182.77125	1.6691304	3	86	4	1	1	2	6	8
16184.96016	2.0189086	3	87	3	1	11	5	9	5
16187.49883	1.77908	3	88	4	1	4	3	6	11
16189.86763	1.8990493	3	89	2	1	5	5	6	5
16192.24648	1.7091255	3	90	4	2	3	2	7	4
16194.50535	1.8190438	3	91	4	2	6	3	4	9
16196.82417	1.9289755	3	92	6	1	6	4	11	5
16199.11302	1.8789926	3	93	7	1	11	1	7	8
16201.49181	1.9489735	3	94	3	1	5	6	2	7
16203.93053	1.8590509	3	95	3	2	3	5	6	2
16206.33934	1.7091329	3	96	2	1	3	2	11	9
16208.51825	1.988951	3	97	7	2	9	4	3	3
16210.85707	1.8889833	3	98	7	1	9	2	4	7
16213.25582	1.8590229	3	99	1	2	8	3	10	11
16215.64461	1.918976	3	100	5	1	6	5	9	6
16218.15355	1.8788154	3	101	7	2	11	1	10	3
16220.65204	1.8090624	3	102	4	1	3	4	7	9
16223.25084	1.789012	3	103	1	1	2	4	5	1
16225.5796	1.7890433	3	104	2	2	2	4	2	8
16227.9384	1.6791322	3	105	7	2	1	1	1	9
16230.12726	1.9190181	3	106	4	2	6	5	7	5
16232.54609	1.7290888	3	107	6	1	1	2	1	9
16234.62502	1.8790232	3	108	7	2	6	3	4	7
16236.8539	1.7990055	3	109	5	2	5	3	3	8
16239.17273	1.818993	3	110	4	1	11	1	5	1
16241.50153	1.6790824	3	111	5	1	4	1	8	11
16243.7104	1.7690726	3	112	5	1	6	2	4	4
16245.82931	1.9589739	3	113	2	1	8	5	2	4
16248.16817	2.0589353	3	114	6	1	10	5	7	5
16250.57696	1.8990085	3	115	1	1	5	5	4	7
16252.98573	1.7490832	3	116	6	1	2	2	8	7
16255.24459	1.6691057	3	117	3	2	1	2	8	7
16257.42345	1.9490184	3	118	6	2	2	6	6	11
16259.89224	1.669132	3	119	3	1	1	2	3	7
16262.06115	1.9689109	3	120	7	1	3	6	10	8
16264.55984	1.9491501	3	121	5	2	10	4	7	1
16266.97864	1.8889739	3	122	2	1	2	6	9	1
16269.4274	1.7291028	3	123	5	1	4	2	3	6
16271.66627	2.0388937	3	124	6	2	9	5	5	4
16274.24494	1.9689954	3	125	7	1	3	6	3	1
16276.56379	1.9589868	3	126	1	1	8	5	2	5
16279.02256	1.7690149	3	127	1	2	1	4	5	5
16281.14142	1.7891298	3	128	2	2	2	4	5	4
16283.28039	1.8390389	3	129	5	1	2	5	4	4
16285.6392	1.8390306	3	130	6	1	9	1	6	10
