onset	duration	run_number	trial_number	trial_sequence	saccade_direction	fixation_duration	post_stim_duration	spatial_jitter_x	spatial_jitter_y
13395.74045	1.9556277	1	1	7	2	5	5	9	3
13398.18606	1.8488976	1	2	5	2	5	4	2	4
13400.38493	1.7192759	1	3	5	2	1	3	2	1
13402.63385	1.7789102	1	4	2	1	9	1	7	9
13404.77388	1.7380882	1	5	1	2	2	3	1	1
13407.02157	2.0890546	1	6	6	1	9	6	7	10
13409.47037	1.8790581	1	7	6	2	6	3	9	9
13411.86934	1.6190379	1	8	4	1	1	1	11	2
13414.0481	1.9790628	1	9	6	2	6	5	6	3
13416.47695	1.8690491	1	10	6	1	8	2	8	1
13418.88578	1.8390837	1	11	6	2	9	1	11	7
13421.25462	1.7091212	1	12	3	2	3	2	10	3
13423.32362	1.7990882	1	13	1	1	5	3	8	4
13425.70246	1.9592711	1	14	1	2	8	5	11	9
13428.22119	1.8790995	1	15	1	1	9	3	3	11
13430.61007	1.9690811	1	16	1	1	6	6	3	6
13433.06887	1.9989851	1	17	7	2	7	5	7	4
13435.41773	1.7690929	1	18	3	2	6	2	5	8
13437.75658	1.8090943	1	19	4	1	8	2	3	1
13440.09574	2.0486776	1	20	1	1	10	6	7	10
13442.70417	1.7591019	1	21	4	1	8	1	9	2
13444.82313	1.9389886	1	22	3	1	7	5	7	3
13447.30188	1.8290835	1	23	2	1	4	4	7	11
13449.48084	2.0489392	1	24	3	1	10	6	9	11
13452.05959	1.8491029	1	25	5	2	10	2	6	3
13454.44843	1.789091	1	26	2	1	2	4	10	1
13456.74729	1.9190392	1	27	6	1	8	3	11	6
13459.14612	1.8590669	1	28	6	2	5	3	1	3
13461.56494	1.9892896	1	29	1	2	7	6	11	11
13464.16368	2.0189605	1	30	7	2	8	5	1	6
13466.70248	1.7690857	1	31	2	2	6	2	6	11
13468.97134	1.7192567	1	32	3	1	6	1	3	10
13471.04032	1.8890303	1	33	6	1	9	2	4	9
13473.52915	1.7490748	1	34	5	2	5	2	4	2
13475.62812	1.8890575	1	35	2	2	2	6	5	7
13477.86703	1.9090489	1	36	5	1	8	4	5	8
13480.32583	1.8090926	1	37	2	2	8	2	6	4
13482.71467	1.7590761	1	38	5	1	3	3	8	2
13484.96386	1.7188455	1	39	4	1	1	3	3	2
13487.27244	1.9493684	1	40	3	2	10	4	4	11
13489.78122	1.8093417	1	41	2	2	8	2	8	2
13492.09006	1.8690945	1	42	2	2	11	2	1	5
13494.51888	1.8690489	1	43	5	2	11	2	8	9
13496.91779	2.0189111	1	44	6	1	8	5	10	2
13499.44648	1.9690282	1	45	6	1	3	6	11	2
13501.91529	1.9993533	1	46	5	2	10	5	4	2
13504.45405	1.8990294	1	47	7	1	2	5	2	8
13506.87287	1.9290255	1	48	5	1	4	6	6	4
13509.42164	1.679195	1	49	6	1	1	1	11	3
13511.53061	1.7890834	1	50	2	1	7	2	7	8
13513.74952	1.9093016	1	51	7	2	5	4	7	6
13516.19829	1.9890091	1	52	7	2	9	4	6	10
13518.71709	1.9090425	1	53	3	1	3	6	2	8
13521.20588	1.6591435	1	54	5	1	3	1	6	6
13523.43479	1.8290657	1	55	1	2	4	4	9	4
13525.75401	1.7687383	1	56	7	1	3	2	3	1
13528.0925	1.7791233	1	57	4	2	4	3	2	11
