,onset,duration,run_number,trial_number,trial_sequence,saccade_direction,fixation_duration,post_stim_duration,spatial_jitter_x,spatial_jitter_y,trial_onset,trial_offset,check_fix_onset,fix_onset,fix_offset,s1_onset,s1_offset,s2_onset,s2_offset,s3_onset,s3_offset,fix_duration,s1_duration,s2_duration,s3_duration,miss_time_trial,blink_trial,no_saccade_trial,main_sac_trial,innacurate_sac_trial,early_sac_trial,late_sac_trial,sac_x_onset_trial,sac_x_offset_trial,sac_y_onset_trial,sac_y_offset_trial,sac_t_onset_trial,sac_t_offset_trial,sac_dur_trial,sac_vpeak_trial,sac_dist_trial,sac_amp_trial,sac_dist_ang_trial,sac_lat_trial,sac_amp_ang_trial,jitter_x_trial,jitter_y_trial,cor_sac_trial,cor_sac_x_onset_trial,cor_sac_x_offset_trial,cor_sac_y_onset_trial,cor_sac_y_offset_trial,cor_sac_t_onset_trial,cor_sac_t_offset_trial,cor_sac_dur_trial,cor_sac_vpeak_trial,cor_sac_dist_trial,cor_sac_amp_trial,cor_sac_dist_ang_trial,cor_sac_amp_ang_trial
0,8431.110211,1.9852389,1,1,2,1,7,6,10,11,8405982.0,8407967.0,0.0,8405986.0,8406958.0,8406308.0,8406308.0,0.0,0.0,0.0,0.0,972.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,8433.605412,1.9487829,1,2,4,1,10,4,5,7,8408477.0,8410426.0,0.0,8408485.0,8409416.0,8408867.0,8408867.0,0.0,0.0,0.0,0.0,931.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,8435.904183,1.7089609,1,3,4,1,3,2,7,3,8410775.0,8412484.0,0.0,8410784.0,8411475.0,8411025.0,8411025.0,0.0,0.0,0.0,0.0,691.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,8438.183707,1.9781727,1,4,4,2,9,5,8,8,8413054.0,8415033.0,0.0,8413064.0,8414024.0,8413424.0,8413424.0,0.0,0.0,0.0,0.0,960.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.1284594774192644,5.7911432690872005,5.808450929783818,3.894223656738256,8413800.0,8413861.0,61.0,314.03482611432366,5.04032600076169,5.64140220209731,0.3895610971235633,-224.0,0.437850423465537,1.0000000000000002,1.0000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,8440.692362,1.7784748,1,5,4,1,4,3,5,3,8415564.0,8417343.0,0.0,8415572.0,8416333.0,8415833.0,8415834.0,0.0,0.0,0.0,0.0,761.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,8443.010511,2.0288331,1,6,2,1,9,6,6,11,8417880.0,8419911.0,0.0,8417892.0,8418901.0,8418252.0,8418252.0,0.0,0.0,0.0,0.0,1009.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.2769225711458316,-4.060377199425753,7.238063703324173,6.736141543122353,8418803.0,8418872.0,69.0,248.02615191458585,3.8166025178363054,4.026886793220309,3.0097003959953255,-98.0,2.984499200475412,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,8445.569147,1.8491872,1,7,7,1,2,4,1,11,8420441.0,8422290.0,0.0,8420449.0,8421280.0,8420671.0,8420671.0,8420701.0,8420701.0,8420731.0,8420731.0,831.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-2.7138411972291485,-6.63921864322131,7.303832813971307,6.54229574332027,8420933.0,8420986.0,53.0,245.42252018299493,3.9985655932446207,4.30724357007674,2.949969525380241,-347.0,2.9203958190976644,-2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,8447.94794,1.9089401,1,8,2,1,3,6,1,4,8422819.0,8424728.0,0.0,8422828.0,8423719.0,8423069.0,8423069.0,0.0,0.0,0.0,0.0,891.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-2.6376874901640472,-5.794604801226525,4.0292234101718485,2.4715339474765456,8424126.0,8424183.0,57.0,314.37539264878507,3.5203016022889178,3.8403011975510637,2.683222040461041,407.0,2.640447502081084,-2.5,-1.0000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,8450.35668,2.1288783,1,9,6,1,11,6,9,4,8425226.0,8427357.0,0.0,8425238.0,8426347.0,8425637.0,8425637.0,8425667.0,8425668.0,8425697.0,8425697.0,1109.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.6823046197109275,-1.5196126091627498,3.8907621245989326,2.481918543894515,8426247.0,8426287.0,40.0,305.0384839267377,3.4981586835719924,3.645271109393845,2.7270857790050074,-100.0,2.7344564820458075,1.5000000000000002,-1.0000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,8452.835444,1.9489455,1,10,5,2,5,6,4,2,8427706.0,8429656.0,0.0,8427715.0,8428646.0,8427996.0,8427996.0,0.0,0.0,0.0,0.0,931.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.280766891549471,2.658456682999981,3.025379089768209,0.6023065922421829,8428878.0,8428920.0,42.0,280.04974023602773,4.6247986657316424,4.710595840779762,0.5514588464125959,232.0,0.5402934763267017,-1.0000000000000002,-2.0000000000000004,1.0,-1.280766891549471,2.658456682999981,3.025379089768209,0.6023065922421829,8428878.0,8428920.0,42.0,280.04974023602773,4.6247986657316424,4.710595840779762,0.5514588464125959,0.5402934763267017
