onset	duration	run_number	trial_number	trial_sequence	saccade_direction	fixation_duration	post_stim_duration	spatial_jitter_x	spatial_jitter_y
5620.129655	2.0256496	12	1	5	2	11	5	9	8
5622.64522	1.9088537	12	2	1	1	3	6	3	9
5625.063995	1.9188491	12	3	4	2	11	3	1	2
5627.4328	1.8388561	12	4	5	1	7	3	3	5
5629.782656	1.8279848	12	5	5	2	4	4	11	9
5631.960349	1.8689583	12	6	3	1	1	6	10	3
5634.319071	1.9090184	12	7	3	2	3	6	9	7
5636.717895	1.9389746	12	8	2	1	7	5	1	11
5639.1469	1.9188616	12	9	7	1	3	5	9	8
5641.415488	1.6392703	12	10	2	2	2	1	6	1
5643.554721	2.048602	12	11	1	1	10	6	4	7
5646.093088	1.6691277	12	12	4	1	1	2	2	4
5648.281944	2.0689658	12	13	3	1	11	6	2	8
5650.840685	1.8290453	12	14	2	2	4	4	9	6
5653.149771	1.7788305	12	15	6	1	6	1	10	9
5655.278441	1.8490392	12	16	1	2	10	2	7	2
5657.477327	1.7190814	12	17	5	1	1	3	7	4
5659.546281	1.8892721	12	18	5	2	2	6	10	2
5661.925214	1.8688623	12	19	3	2	11	2	7	11
5664.283856	1.8890225	12	20	7	2	4	4	11	6
5666.782558	1.8190754	12	21	7	2	8	1	10	11
5669.111392	1.9289886	12	22	6	1	6	4	6	4
5671.560147	1.988961	12	23	6	2	4	6	3	6
5674.038897	2.0089518	12	24	5	1	8	6	3	4
5676.607587	1.7690152	12	25	5	1	1	4	8	10
5678.726507	1.719089	12	26	4	1	1	3	6	1
5680.965353	1.6191414	12	27	4	2	1	1	11	3
5682.934354	1.8290402	12	28	4	2	4	4	11	4
5685.223172	1.7690778	12	29	3	2	1	4	5	7
5687.482039	1.8890167	12	30	5	2	2	6	4	5
5689.920797	1.9389903	12	31	5	2	7	5	8	10
5692.359568	1.8889991	12	32	3	1	2	6	6	11
5694.598438	2.0088795	12	33	4	2	8	6	2	5
5697.117088	1.8490352	12	34	3	1	10	2	1	2
5699.455958	1.8490333	12	35	3	2	5	4	2	3
5701.854707	1.789035	12	36	2	1	2	4	9	7
5704.173544	1.8390102	12	37	1	2	2	5	7	10
5706.522345	1.6794227	12	38	6	2	1	1	5	11
5708.821518	1.9886247	12	39	6	2	9	4	4	3
5711.160066	1.8791445	12	40	5	1	4	5	7	4
5713.528795	1.7793942	12	41	2	1	4	3	11	6
5715.8376	1.9189938	12	42	3	1	11	3	4	10
5718.256395	2.0289253	12	43	1	2	9	6	2	10
5720.785104	2.038939	12	44	6	1	9	5	1	5
5723.373786	1.8690264	12	45	1	2	11	2	2	3
5725.762571	1.7790457	12	46	1	2	4	3	2	11
5727.891484	1.8189932	12	47	1	1	11	1	4	1
5730.280235	1.6191572	12	48	4	1	1	1	6	1
5732.409174	1.8890119	12	49	3	1	7	4	4	10
5734.797945	1.7391049	12	50	4	1	2	3	3	9
5737.026816	1.9689492	12	51	7	1	3	6	10	7
5739.345612	2.0688863	12	52	5	1	11	6	1	1
5741.854313	1.7791468	12	53	3	1	4	3	3	1
5744.153207	1.7390459	12	54	4	2	7	1	11	1
5746.372082	1.8191835	12	55	3	1	6	3	10	1
5748.710936	2.0088731	12	56	7	1	10	4	10	5
5751.189629	2.0689193	12	57	3	1	11	6	1	2
5753.758292	1.9092715	12	58	2	1	8	4	11	4
5756.017173	1.7190814	12	59	4	1	6	1	5	4
5758.226054	2.0089351	12	60	6	2	5	6	9	5
5760.584847	1.8589871	12	61	6	1	5	3	10	3
5762.933652	1.9389895	12	62	1	1	7	5	9	9
5765.392357	1.7291232	12	63	5	1	4	2	4	3
5767.471345	2.0191405	12	64	7	2	8	5	3	7
5770.040033	1.7790476	12	65	2	2	4	3	2	9
5772.308893	1.9989428	12	66	3	2	10	5	1	8
5774.657672	1.7390782	12	67	5	1	7	1	3	6
5776.886548	1.9789684	12	68	1	1	9	5	8	7
5779.355288	1.9889419	12	69	7	2	4	6	6	4
5781.694093	1.8289727	12	70	6	1	1	4	6	1
5784.022885	1.9690077	12	71	1	1	11	4	6	10
5786.481646	1.96896	12	72	1	2	6	6	11	6
5788.960382	1.9491897	12	73	2	1	10	4	2	6
5791.459113	1.9989573	12	74	4	1	10	5	7	11
5794.157751	1.6791123	12	75	7	1	1	1	11	3
5796.376608	1.7191025	12	76	6	2	3	1	8	10
5798.585463	1.8690411	12	77	2	1	11	2	1	2
5801.014247	1.8590374	12	78	6	1	5	3	6	3
5803.542974	1.8690142	12	79	6	2	8	2	6	4
5805.941761	1.8889881	12	80	4	1	7	4	6	2
5808.330513	1.7990769	12	81	7	1	2	3	6	5
5810.619373	1.8292525	12	82	5	2	4	4	8	7
5812.798605	2.0685853	12	83	7	1	8	6	6	7
5815.416913	1.9289966	12	84	7	1	1	6	2	11
5817.69574	1.8190499	12	85	4	2	6	3	2	7
5820.034774	1.8687722	12	86	3	2	1	6	5	10
5822.413532	1.738926	12	87	6	1	4	1	9	3
5824.502275	1.6891464	12	88	5	1	2	2	4	1
5826.721144	2.0089825	12	89	2	2	8	6	11	6
5829.219885	1.7091077	12	90	2	2	3	2	4	5
5831.278822	1.6991284	12	91	2	1	5	1	8	4
5833.487701	1.9489669	12	92	4	2	10	4	7	1
5835.936572	2.0291392	12	93	2	1	9	6	4	1
5838.47554	1.9885959	12	94	6	1	9	4	10	9
5841.193789	1.7690772	12	95	7	2	3	2	4	2
5843.662543	2.1089032	12	96	7	2	10	6	6	11
5846.301199	1.719093	12	97	5	2	6	1	7	3
5848.530061	1.8690193	12	98	7	2	3	4	5	11
5850.969136	2.1285492	12	99	6	1	11	6	4	5
5853.667448	1.8991043	12	100	6	2	7	3	1	11
5856.066227	1.7890504	12	101	7	1	4	2	1	10
5858.345035	1.8791061	12	102	5	2	9	3	6	10
5860.75386	1.9488971	12	103	2	2	5	6	6	1
5863.052605	1.8790173	12	104	1	1	9	3	4	5
5865.421462	2.0292419	12	105	4	1	9	6	6	8
5867.970167	1.6591618	12	106	3	2	3	1	2	7
5869.979142	1.7990645	12	107	4	1	10	1	6	4
5872.327943	1.7390879	12	108	1	2	2	3	4	2
5874.546794	1.8790274	12	109	2	2	9	3	2	9
5877.09569	1.9188242	12	110	7	2	8	3	7	1
5879.664207	1.9089705	12	111	2	2	8	4	1	7
5882.052973	1.7490728	12	112	1	1	5	2	11	7
5884.251852	2.0092671	12	113	7	2	10	4	9	8
