onset	duration	run_number	trial_number	trial_sequence	saccade_direction	fixation_duration	post_stim_duration	spatial_jitter_x	spatial_jitter_y
5311.214126	1.7857401	5	1	6	1	3	2	3	9
5313.500306	1.7184201	5	2	1	2	6	1	11	1
5315.718723	2.1087392	5	3	6	2	10	6	5	9
5318.357442	1.7787999	5	4	5	2	4	3	6	1
5320.627191	1.7381197	5	5	2	1	7	1	7	6
5322.874897	1.929013	5	6	1	2	4	6	11	11
5325.313598	2.0091487	5	7	7	2	5	6	3	5
5327.822306	1.9290194	5	8	3	2	9	4	3	10
5330.111156	1.7590483	5	9	4	2	3	3	9	8
5332.399982	1.8490378	5	10	7	1	7	2	4	8
5334.928676	2.0291828	5	11	4	1	9	6	8	1
5337.427404	1.8990222	5	12	3	1	10	3	10	6
5339.846191	1.7290266	5	13	6	2	1	2	11	6
5342.214909	1.9590028	5	14	1	1	8	5	2	4
5344.683675	2.0189438	5	15	4	1	11	5	3	4
5347.172371	1.9189983	5	16	1	1	11	3	9	1
5349.851073	1.8190053	5	17	3	1	6	3	11	3
5352.239778	1.8190535	5	18	1	1	6	3	9	4
5354.968448	1.858965	5	19	2	2	3	5	6	8
5357.547062	1.948978	5	20	7	1	2	6	11	5
5360.305715	1.9089371	5	21	2	2	3	6	10	5
5364.353742	1.7389581	5	22	1	2	2	3	10	11
5366.662461	1.7990189	5	23	5	1	10	1	11	1
5368.991219	1.9889777	5	24	6	2	4	6	4	11
5371.330061	1.7091017	5	25	4	1	3	2	10	6
5373.528925	1.7890611	5	26	2	2	7	2	10	6
5375.807757	1.9389326	5	27	6	1	9	3	9	3
5378.27649	1.9589729	5	28	3	1	8	5	4	11
5380.775226	1.8190331	5	29	5	2	1	5	9	1
5383.363907	1.968948	5	30	5	1	11	4	8	10
5385.892976	1.7187363	5	31	2	1	6	1	10	2
5387.96162	1.9189271	5	32	2	2	6	5	3	2
5390.590208	1.6191646	5	33	4	1	1	1	9	11
5392.819052	1.9689712	5	34	7	1	3	6	2	1
5395.307777	1.9290122	5	35	7	2	6	4	6	10
5397.756556	1.6790527	5	36	7	1	1	1	3	7
5400.215295	1.8190247	5	37	2	2	1	5	10	3
5402.524053	2.0689197	5	38	4	1	11	6	7	5
5405.112726	1.7390912	5	39	2	1	2	3	5	8
5407.42155	1.9292404	5	40	7	2	11	2	1	2
