onset	duration	run_number	trial_number	trial_sequence	saccade_direction	fixation_duration	post_stim_duration	spatial_jitter_x	spatial_jitter_y
3934.418729	1.6660386	8	1	5	2	3	1	9	1
3936.61459	1.7189948	8	2	3	1	6	1	7	4
3938.803496	1.8988509	8	3	7	2	2	5	5	6
3941.192268	1.9788699	8	4	4	2	9	5	1	9
3943.682225	1.8479173	8	5	2	2	10	2	3	7
3946.06972	1.8693252	8	6	1	1	1	6	4	8
3948.518403	1.9289919	8	7	2	2	4	6	11	6
3950.937183	2.0689012	8	8	4	1	11	6	2	11
3953.515859	1.739086	8	9	3	1	2	3	2	7
3955.745087	1.9287999	8	10	6	2	6	4	7	4
3958.023531	1.869033	8	11	1	2	11	2	6	1
3960.382356	1.9090119	8	12	7	1	10	2	10	10
3962.811091	1.7091365	8	13	2	2	3	2	4	10
3965.049959	2.0289053	8	14	5	1	9	6	11	5
3967.618676	1.8989737	8	15	2	1	5	5	1	10
3970.007443	1.8890139	8	16	1	2	2	6	1	8
3972.246298	1.8990051	8	17	2	2	5	5	1	8
3974.495159	1.8390229	8	18	1	1	7	3	6	2
3976.684028	1.7990413	8	19	1	1	10	1	5	6
3978.852868	1.8590349	8	20	5	1	8	3	4	6
3981.061741	1.7491346	8	21	2	2	5	2	6	1
3983.300669	1.759039	8	22	1	2	3	3	2	7
3985.569486	1.8790369	8	23	4	1	9	3	8	10
3987.938297	2.0789006	8	24	6	2	11	5	7	7
3990.427022	1.988947	8	25	3	1	7	6	7	6
3992.915847	1.7589533	8	26	3	1	3	3	7	9
3995.18458	2.0489293	8	27	7	2	7	6	10	4
3997.713276	1.9689712	8	28	1	2	6	6	1	2
4000.032095	1.9292475	8	29	3	1	9	4	8	2
4002.470851	1.7191083	8	30	5	2	1	3	8	6
4004.679755	1.8389954	8	31	6	1	9	1	4	10
4007.078456	1.789113	8	32	1	1	2	4	1	2
4009.357328	1.8990229	8	33	3	2	5	5	3	10
4011.776125	1.7790529	8	34	1	1	4	3	5	8
