onset	duration	run_number	trial_number	trial_sequence	saccade_direction	fixation_duration	post_stim_duration	spatial_jitter_x	spatial_jitter_y
768.0823272	2.0433725	2	1	7	2	11	3	8	6
770.4858289	1.7887728	2	2	3	1	9	1	7	3
772.6347293	1.7690107	2	3	2	2	3	3	3	2
774.7535764	1.7688624	2	4	5	2	8	1	2	1
777.0535822	1.7979054	2	5	3	1	7	2	7	8
779.4010846	1.9990538	2	6	7	1	11	2	2	7
781.9899874	2.0089563	2	7	4	2	10	5	8	11
784.5086154	1.8688546	2	8	2	1	8	3	11	10
786.8771556	1.9090412	2	9	1	2	5	5	4	9
789.1360863	2.1789838	2	10	6	2	10	6	4	6
792.0049268	2.0188377	2	11	5	2	8	6	8	8
794.573263	1.9190691	2	12	6	1	2	4	1	10
796.8620772	1.6293698	2	13	3	1	1	1	1	10
798.8510706	1.7391153	2	14	3	1	4	2	3	10
800.9400356	1.9791011	2	15	3	2	11	4	3	9
803.2787831	1.9390154	2	16	5	1	4	6	3	5
806.0073857	2.0789733	2	17	6	2	5	6	7	8
808.566155	1.978965	2	18	2	1	11	4	2	6
811.0348579	1.849061	2	19	3	2	7	3	6	11
813.4136786	1.9690346	2	20	7	2	7	3	10	2
815.7528063	1.7891663	2	21	3	1	4	3	7	3
818.0414549	2.1187276	2	22	7	1	7	6	8	8
820.6501081	2.0187894	2	23	5	1	8	6	2	11
823.1786425	1.8390811	2	24	1	1	9	2	6	1
825.5376831	1.7188612	2	25	4	1	3	2	10	7
827.7862798	1.7890657	2	26	3	2	9	1	5	9
829.9451867	1.7492186	2	27	1	2	7	1	8	5
832.0441521	1.7990398	2	28	2	1	2	4	5	3
834.3129989	1.6991019	2	29	2	1	2	2	8	3
836.3619613	1.839021	2	30	5	1	9	2	9	4
838.7407475	1.9189678	2	31	7	1	2	4	5	6
841.1595345	1.8289605	2	32	1	1	11	1	9	11
843.3383396	1.8690244	2	33	6	1	7	1	9	6
845.8470664	1.9689759	2	34	1	1	8	5	1	6
848.3159442	2.1188055	2	35	6	2	7	6	9	1
850.9345191	2.0489062	2	36	6	1	6	5	1	9
853.6331194	1.8792792	2	37	7	2	5	2	10	5
856.0419161	1.9789626	2	38	3	1	11	4	11	9
858.6006103	2.0289326	2	39	6	1	5	5	5	10
860.9795312	1.8089557	2	40	1	1	10	1	6	4
863.2684091	1.7689144	2	41	1	1	3	3	8	5
865.5172613	1.6489613	2	42	5	1	2	1	6	8
867.6659625	1.8190155	2	43	1	2	3	4	6	8
869.9747563	1.9389851	2	44	7	2	8	2	1	2
872.5536748	1.7088695	2	45	4	1	5	1	3	10
874.7725983	2.0186461	2	46	7	1	7	4	3	2
878.2005477	1.8890151	2	47	5	1	4	5	3	10
880.5896799	1.7687503	2	48	4	1	3	3	11	11
882.8281866	1.8890411	2	49	2	2	9	3	8	10
885.0670593	1.769098	2	50	2	2	8	1	11	9
887.4058679	1.6891501	2	51	1	2	4	1	1	9
889.6449876	1.8587461	2	52	4	2	10	2	8	2
891.9936072	1.7090319	2	53	3	2	5	1	6	11
894.2923616	1.7892955	2	54	2	1	9	1	1	4
896.5612355	2.0091933	2	55	5	2	10	5	3	4
899.0599208	1.9190166	2	56	2	2	8	4	5	1
901.468705	1.679329	2	57	3	2	1	2	9	3
903.4976396	1.8190483	2	58	2	2	8	2	8	2
905.6667001	1.8989387	2	59	4	2	7	4	5	1
908.1453199	1.7291163	2	60	4	2	1	3	5	7
910.4442906	2.1387033	2	61	7	2	8	6	3	1
913.1027349	1.8593187	2	62	4	1	10	2	8	6
915.3116475	1.9489728	2	63	6	1	1	5	7	3
917.8906222	2.0989142	2	64	6	1	11	4	8	4
920.618946	1.8690225	2	65	5	2	8	3	5	9
922.8377538	1.7891302	2	66	6	2	3	1	8	3
924.9766824	1.9189857	2	67	2	2	8	4	1	7
927.2455296	1.8490656	2	68	4	1	2	5	1	5
929.5646826	1.8087311	2	69	5	1	5	3	2	9
931.8632034	1.7890498	2	70	4	2	4	3	9	8
934.002111	1.9090095	2	71	7	2	4	3	8	10
936.4408558	1.9389929	2	72	7	1	3	4	5	1
938.8695901	1.8790271	2	73	1	1	6	4	5	7
941.2583873	1.6291245	2	74	3	2	1	1	10	11
943.3876027	1.8188576	2	75	5	2	3	4	8	10
945.5561812	1.9791174	2	76	3	1	6	6	5	9
948.024937	1.879121	2	77	7	2	5	2	4	11
950.4037175	2.0190005	2	78	2	2	8	6	7	9
952.9424085	1.9989607	2	79	6	2	6	4	5	3
955.4714492	1.7787445	2	80	1	2	6	2	7	8
957.6003822	2.0088116	2	81	4	2	10	5	7	7
959.9588521	1.7090853	2	82	4	1	5	1	6	3
962.1677195	1.7091054	2	83	3	1	5	1	9	4
964.3665962	1.9189771	2	84	6	1	2	4	10	7
966.8752814	2.0390085	2	85	5	1	9	6	5	4
969.2641078	1.9490163	2	86	7	2	6	3	6	1
971.7028694	1.7290607	2	87	2	2	1	3	1	4
973.9217306	1.8990004	2	88	1	2	2	6	6	2
976.2807071	2.0788154	2	89	7	2	10	4	1	3
978.7092649	1.8990329	2	90	1	2	2	6	4	2
981.1084701	1.8388278	2	91	5	2	9	2	10	8
983.5073188	1.9989325	2	92	4	2	7	6	1	11
985.9857427	1.9487814	2	93	6	1	6	3	4	10
988.4543781	1.8191447	2	94	3	1	3	4	7	7
990.823133	1.6491458	2	95	5	1	2	1	11	2
992.9620496	1.629115	2	96	4	2	1	1	5	2
995.0812509	1.8089017	2	97	5	2	5	3	1	10
997.2398681	1.9090025	2	98	1	2	5	5	8	4
999.4987312	1.7690148	2	99	4	1	8	1	7	5
1001.857821	1.8487269	2	100	1	1	7	3	1	1
1004.206334	1.6890403	2	101	5	1	4	1	5	5
1006.405186	1.9889121	2	102	7	1	8	3	1	10
1009.053974	1.7489267	2	103	2	2	2	3	4	4
1011.302789	1.8490939	2	104	3	2	7	3	8	6
1013.501672	2.0689628	2	105	6	2	7	5	5	1
1016.070382	1.6990828	2	106	3	2	2	2	3	9
1018.25938	2.1186185	2	107	7	1	7	6	10	4
1020.767799	1.769232	2	108	1	2	8	1	6	10
1023.046693	1.9489321	2	109	7	2	1	5	2	4
1025.485398	1.8692378	2	110	3	2	3	5	4	11
1027.704275	1.8191633	2	111	2	1	3	4	4	9
