onset	duration	run_number	trial_number	trial_sequence	saccade_direction	fixation_duration	post_stim_duration	spatial_jitter_x	spatial_jitter_y
3952.354694	1.4760418	2	1	4	2	5	5	3	6
3954.380696	1.4391424	2	2	7	1	2	3	5	8
3956.169853	1.5790574	2	3	7	2	7	5	6	9
3958.09892	1.4390704	2	4	6	1	4	1	5	8
3959.899047	1.4982712	2	5	6	2	5	3	8	7
3961.836948	1.5592468	2	6	4	1	9	5	8	10
3963.955829	1.5193852	2	7	5	1	8	4	11	1
3965.824923	1.4192908	2	8	3	1	6	1	5	5
3967.724371	1.3793051	2	9	1	1	1	4	9	7
3969.45319	1.5192741	2	10	5	2	7	5	6	6
3971.502215	1.4792763	2	11	1	2	6	4	10	9
3973.521209	1.3596301	2	12	3	2	1	3	1	6
3975.420292	1.4392814	2	13	2	1	2	6	5	6
3977.209417	1.479254	2	14	2	2	8	2	8	5
