onset	duration	run_number	trial_number	trial_sequence	saccade_direction	fixation_duration	post_stim_duration	spatial_jitter_x	spatial_jitter_y
3779.818154	1.8455712	2	1	5	2	2	5	5	6
3782.173651	1.868901	2	2	5	2	1	6	3	10
3784.543221	1.6382282	2	3	3	2	2	1	7	2
3786.721392	2.0287396	2	4	7	2	6	6	4	9
3789.291148	1.9483504	2	5	4	2	5	6	11	9
3791.73863	1.8390244	2	6	4	1	7	3	10	5
3794.167299	1.7391012	2	7	5	2	7	1	8	1
3796.416301	1.8588702	2	8	2	1	8	3	11	7
3798.774984	1.7792419	2	9	7	1	1	3	1	6
3801.073801	1.8690205	2	10	1	1	1	6	5	8
3803.552528	1.8989889	2	11	6	2	2	5	2	1
3805.971272	1.8190366	2	12	7	2	3	3	6	4
3808.300107	1.9089787	2	13	6	2	5	4	10	9
3810.728858	1.8190418	2	14	3	1	1	5	4	1
3813.077623	1.8891138	2	15	3	2	2	6	3	1
3815.356481	1.7790499	2	16	5	1	9	1	8	1
3817.625487	1.7388876	2	17	2	1	2	3	6	6
3819.894154	1.8692569	2	18	5	1	1	6	8	8
3822.263381	1.8785714	2	19	7	1	1	5	3	8
3824.711658	1.6991233	2	20	1	1	5	1	11	10
3826.770626	1.8390199	2	21	2	2	2	5	6	10
3829.099415	2.0689168	2	22	3	2	11	6	1	7
3831.698073	2.0089427	2	23	7	1	5	6	2	11
3834.36672	1.8590206	2	24	6	2	5	3	2	2
3836.755504	1.7091009	2	25	5	2	3	2	4	7
3838.96439	1.9389519	2	26	4	2	7	5	1	1
3841.463046	1.8190498	2	27	4	1	6	3	9	1
3843.811873	1.859025	2	28	5	1	3	5	5	7
3846.180659	2.0389102	2	29	6	1	9	5	11	5
3848.709355	1.8990012	2	30	7	2	7	3	6	8
3851.138097	1.9589966	2	31	7	2	5	5	7	4
3853.606861	1.7290898	2	32	6	2	1	2	7	8
3855.926008	1.7787123	2	33	2	1	9	1	6	9
3858.354412	1.8690043	2	34	7	1	8	2	10	5
3860.633258	1.9390722	2	35	1	2	7	5	7	5
3863.082005	1.8290442	2	36	4	2	9	2	2	11
3865.290868	2.0888402	2	37	6	1	9	6	11	6
3867.88952	1.9590987	2	38	1	1	8	5	3	8
3870.418337	1.6189863	2	39	5	2	1	1	11	3
3872.647086	1.9689725	2	40	1	2	6	6	3	7
3874.985898	1.8690404	2	41	6	1	3	4	9	6
3877.204746	1.78906	2	42	5	1	7	2	5	9
3879.343631	2.0789107	2	43	6	2	11	5	1	4
3881.922345	1.9889149	2	44	3	1	7	6	1	11
3884.521024	1.9689349	2	45	5	1	11	4	4	6
3886.969793	2.0089432	2	46	3	1	8	6	3	8
3889.748284	1.9590024	2	47	4	2	8	5	9	4
3892.207053	2.0289207	2	48	6	1	11	4	1	2
3894.695778	1.8390175	2	49	1	2	2	5	3	7
3896.884656	1.9989356	2	50	6	1	7	5	8	5
3899.413388	2.0289117	2	51	7	1	6	6	7	7
3901.792137	1.7892014	2	52	3	1	7	2	4	2
3904.070953	1.9789672	2	53	4	2	9	5	9	8
3906.529727	1.7590385	2	54	2	1	3	3	8	9
3908.808795	1.7188401	2	55	5	2	1	3	7	5
3911.10739	1.7990519	2	56	3	2	5	3	3	3
3913.436172	1.869013	2	57	7	1	8	2	6	1
3915.954896	1.8190465	2	58	3	2	6	3	6	9
3918.36363	1.6391694	2	59	3	2	2	1	1	8
3920.802408	1.8290255	2	60	1	1	9	2	2	1
3923.1612	2.0089335	2	61	6	2	5	6	3	11
3925.829818	1.6791216	2	62	1	2	4	1	3	1
3928.028708	1.72908	2	63	5	2	4	2	8	6
3930.267538	2.0089507	2	64	7	2	5	6	5	5
3932.906205	1.8190458	2	65	2	1	11	1	1	4
3935.604807	1.9289929	2	66	6	1	1	6	5	9
3938.413385	1.8690062	2	67	1	1	1	6	9	1
3940.812343	1.9187929	2	68	1	2	6	5	5	9
3944.760117	1.8090516	2	69	7	1	5	2	5	3
3947.148858	2.069313	2	70	4	1	11	6	6	10
3949.757537	1.719084	2	71	4	1	6	1	3	11
3952.116349	1.6191668	2	72	3	1	1	1	8	1
3954.235247	1.8990093	2	73	1	1	5	5	8	7
3956.833947	1.9389689	2	74	7	2	4	5	3	1
3959.262681	1.8690357	2	75	5	1	6	4	1	11
3961.81157	1.8688414	2	76	7	2	8	2	9	3
3964.929797	1.7790487	2	77	5	1	4	3	1	7
3967.338565	1.8290355	2	78	7	1	1	4	11	4
3970.466931	1.6591562	2	79	2	2	3	1	9	8
3972.615825	1.8990274	2	80	4	1	5	5	1	8
3975.01464	1.8490017	2	81	1	2	5	4	7	2
3977.453349	1.8090657	2	82	3	2	3	4	8	6
3979.752204	1.7191018	2	83	6	2	3	1	6	3
3981.971441	1.9186202	2	84	4	2	6	5	7	9
3984.319847	2.0289394	2	85	2	2	9	6	10	10
3986.818583	1.7791653	2	86	1	1	9	1	6	11
3989.297295	1.8190367	2	87	2	2	11	1	10	8
3991.596565	1.7286105	2	88	1	2	4	2	3	9
3993.874936	1.8690126	2	89	7	2	3	4	1	3
3996.173772	1.6391277	2	90	5	2	2	1	8	5
3998.432653	2.0289025	2	91	2	2	9	6	2	11
4002.600596	1.6990061	2	92	3	2	5	1	11	2
4018.082578	1.9289408	2	93	2	1	9	4	1	10
4020.591697	1.7286656	2	94	1	2	4	2	5	7
4022.820123	1.8290056	2	95	3	1	4	4	10	4
4025.148884	1.8992001	2	96	6	1	2	5	8	7
4027.397734	2.0289613	2	97	1	2	9	6	5	2
4029.936473	1.7290988	2	98	1	1	4	2	2	11
4032.175318	1.7790683	2	99	4	1	9	1	6	8
4034.48415	1.7690711	2	100	4	2	6	2	4	8
4036.603073	1.819027	2	101	2	1	1	5	11	6
4038.831912	1.8989917	2	102	7	1	7	3	6	9
4041.260681	1.7090499	2	103	3	2	3	2	6	3
4043.44956	2.0589283	2	104	7	2	10	5	5	9
4045.97826	1.9489746	2	105	4	2	10	4	2	5
4048.506965	1.9389829	2	106	2	1	7	5	1	4
4051.115646	1.8090219	2	107	4	1	8	2	11	1
4053.484417	1.8690216	2	108	7	2	3	4	1	5
4055.893206	1.729458	2	109	3	1	4	2	11	10
4057.972137	1.8090531	2	110	4	1	8	2	3	8
4070.985492	1.8989788	2	111	2	2	5	5	5	8
4073.374265	1.7090876	2	112	3	2	3	2	1	5
4075.613123	2.0189428	2	113	4	1	11	5	6	1
4078.092002	1.8888716	2	114	2	2	7	4	8	6
4080.470642	1.7990526	2	115	2	2	5	3	4	9
4082.769452	1.7890444	2	116	6	2	4	2	6	5
4085.108253	1.8390491	2	117	1	1	7	3	9	10
4087.586988	1.7191178	2	118	6	1	3	1	7	5
4089.685933	1.9089686	2	119	6	1	10	2	4	3
4092.154635	2.0289395	2	120	6	2	6	6	7	3
4147.376476	1.749057	2	121	3	1	5	2	11	4
4149.675274	1.9293742	2	122	5	1	4	6	8	5
4152.134073	1.8989774	2	123	6	2	2	5	3	9
4154.532835	1.6591093	2	124	4	2	3	1	3	10
4156.691787	1.7790621	2	125	6	1	6	1	10	11
4159.020593	1.9889453	2	126	3	1	7	6	10	11
4161.379375	1.889015	2	127	2	1	2	6	4	6
4163.788146	1.7191018	2	128	1	1	1	3	4	9
4166.066949	1.6591879	2	129	2	2	3	1	6	11
4168.235861	1.889028	2	130	5	1	2	6	2	11
4170.634688	1.6791052	2	131	7	1	1	1	6	10
4172.873516	1.8889842	2	132	5	2	7	4	11	4
4175.302305	1.9889378	2	133	5	1	7	6	7	9
4177.800987	1.7491009	2	134	3	1	5	2	6	10
4180.059855	1.968972	2	135	4	2	6	6	11	5
4182.509016	1.8086507	2	136	2	2	3	4	10	4
4184.707497	1.679122	2	137	2	1	4	1	10	6
4186.736429	1.8390427	2	138	4	1	7	3	8	5
4189.115245	1.7790438	2	139	1	2	9	1	2	10
4191.453983	1.8390809	2	140	5	2	2	5	10	5
