onset	duration	run_number	trial_number	trial_sequence	saccade_direction	fixation_duration	post_stim_duration	spatial_jitter_x	spatial_jitter_y
4847.061754	1.8957394	4	1	6	2	7	3	3	2
4849.457468	2.0287471	4	2	2	1	9	6	4	2
4851.986154	1.9088174	4	3	2	2	8	4	6	10
4854.414884	1.6590121	4	4	1	2	3	1	10	5
4856.604799	1.7680757	4	5	3	1	6	2	10	9
4858.912438	1.928955	4	6	4	2	4	6	5	11
4861.351137	2.0790903	4	7	7	2	11	5	3	8
4863.779908	1.9289861	4	8	5	2	4	6	1	7
4866.198673	1.8592976	4	9	3	1	3	5	3	4
4868.557431	1.7390935	4	10	3	1	7	1	1	1
4870.816305	2.0289568	4	11	4	2	9	6	11	2
4873.335032	1.9192577	4	12	5	1	11	3	6	2
4875.76379	1.7190751	4	13	2	1	6	1	11	11
4878.012626	1.8390406	4	14	6	2	4	3	6	3
4880.341412	2.0789299	4	15	6	2	11	5	7	4
4882.970093	1.7690564	4	16	2	2	1	4	4	9
4885.338869	2.0189411	4	17	5	2	11	5	5	5
4887.907552	1.998955	4	18	1	1	10	5	10	1
4890.416553	1.8587558	4	19	4	1	8	3	5	5
4892.715116	1.9489667	4	20	2	2	10	4	5	2
4895.30375	1.7790639	4	21	2	1	4	3	2	10
4897.592559	1.9189596	4	22	6	1	8	3	4	2
4900.011292	1.9789856	4	23	2	1	9	5	3	11
4902.490052	1.7790862	4	24	7	1	6	1	2	1
4904.778897	1.7190926	4	25	7	1	3	1	6	7
4907.048062	2.0486076	4	26	7	2	7	6	7	4
4909.726386	1.7290597	4	27	4	1	4	2	4	11
4912.285427	1.7087544	4	28	2	2	3	2	2	1
4914.384003	1.7890595	4	29	2	1	7	2	6	4
4916.662836	1.9592744	4	30	5	1	8	5	11	9
4919.141538	1.809291	4	31	2	1	3	4	9	3
4921.300465	1.6990885	4	32	1	2	5	1	4	2
4923.499341	1.9489779	4	33	2	2	5	6	3	4
4925.938071	2.0189239	4	34	5	2	11	5	11	10
4928.436775	1.998949	4	35	6	1	7	5	4	9
4930.935491	2.1089007	4	36	6	1	10	6	10	2
4933.554183	1.8290441	4	37	5	1	4	4	4	6
4935.902984	1.8190191	4	38	5	1	11	1	7	5
4938.311745	1.6791184	4	39	1	2	4	1	3	11
4940.520586	1.9290125	4	40	6	1	11	2	7	4
4942.989313	1.7691197	4	41	1	1	1	4	6	10
4945.408527	1.8185895	4	42	3	2	11	1	9	4
4947.746887	1.9589715	4	43	4	1	8	5	8	1
4950.185799	1.8189009	4	44	1	2	11	1	9	4
4952.544862	1.8186182	4	45	7	2	3	3	8	2
4954.863249	1.898998	4	46	7	1	7	3	11	11
4957.192053	1.8990232	4	47	7	2	7	3	8	8
4959.590852	1.9089994	4	48	7	2	5	4	6	8
4962.059562	1.8090645	4	49	3	1	3	4	2	4
4964.468324	1.9489784	4	50	3	1	5	6	3	4
4966.977038	1.9490136	4	51	3	1	10	4	3	3
4969.485752	1.8990078	4	52	5	2	10	3	7	3
4971.894519	2.1289369	4	53	6	1	11	6	2	8
4974.753059	1.6991083	4	54	3	1	5	1	7	11
4977.231821	1.9589598	4	55	7	1	10	3	9	4
4979.540592	1.8690516	4	56	7	2	3	4	4	3
4981.9594	2.0689164	4	57	2	2	11	6	11	2
4984.508069	2.0189398	4	58	3	2	11	5	2	3
4987.05679	1.8390343	4	59	4	2	7	3	9	1
4989.395595	1.9589762	4	60	6	2	5	5	2	4
4991.864331	1.8589622	4	61	6	2	5	3	11	1
4994.293072	2.0689172	4	62	6	2	8	6	4	6
4996.881717	1.8890368	4	63	1	2	2	6	10	2
4999.300624	1.7289813	4	64	5	2	4	2	4	1
5001.559361	1.8790021	4	65	7	2	11	1	11	11
5003.978203	1.7789585	4	66	3	2	9	1	1	5
5006.107026	1.8190263	4	67	2	1	1	5	5	2
5008.455834	1.8689777	4	68	3	2	6	4	4	2
5010.674663	1.7191046	4	69	4	1	6	1	6	2
5013.003512	1.9889578	4	70	2	2	7	6	3	11
5015.402248	1.9789968	4	71	5	1	9	5	7	11
5017.930973	1.859017	4	72	4	2	8	3	11	8
5020.299759	1.9689394	4	73	2	1	11	4	3	2
5023.17827	2.0189333	4	74	5	2	11	5	5	6
5025.637042	1.8889805	4	75	1	2	7	4	8	11
5028.125755	1.8090507	4	76	7	1	5	2	10	6
5030.484562	1.7690734	4	77	1	2	1	4	4	5
5032.73341	1.7690736	4	78	7	1	3	2	9	10
5035.042222	1.8290248	4	79	1	1	9	2	2	5
5037.400998	1.7390496	4	80	7	1	4	1	9	8
5040.010167	1.8684833	4	81	1	1	6	4	8	9
5042.228488	1.9189982	4	82	4	2	11	3	4	7
5044.497328	1.8490949	4	83	5	1	10	2	7	9
5047.016093	1.6391047	4	84	3	1	2	1	6	11
5049.264907	1.9689536	4	85	1	1	11	4	10	5
5051.763659	1.8791353	4	86	3	2	4	5	8	3
5054.152435	1.7989919	4	87	6	2	7	1	2	1
5056.491176	1.819057	4	88	1	1	11	1	1	8
5058.849978	1.8990074	4	89	4	1	5	5	3	9
5061.22877	1.9089966	4	90	3	2	8	4	8	9
5063.657589	1.7190802	4	91	6	2	3	1	9	2
5065.916418	1.9289556	4	92	7	1	1	6	10	8
5068.395131	2.0888971	4	93	6	2	9	6	6	9
5071.153721	1.7293712	4	94	3	2	4	2	3	7
5073.412565	1.6391649	4	95	5	1	2	1	6	2
5075.801373	2.0289229	4	96	5	2	9	6	4	6
5078.180155	1.9389646	4	97	7	2	9	3	3	8
5080.688874	1.6691385	4	98	1	1	1	2	3	10
5082.847769	1.7590585	4	99	6	1	5	1	10	7
5084.966679	1.789064	4	100	3	2	2	4	2	5
5087.115578	1.9591031	4	101	6	1	5	5	7	4
5089.424337	1.9792119	4	102	6	1	11	3	1	3
5091.973335	1.9488756	4	103	4	2	10	4	6	3
5094.471782	1.9189642	4	104	7	2	8	3	1	4
5097.000446	1.8190451	4	105	7	1	3	3	7	3
5099.339248	1.7390868	4	106	4	2	2	3	9	11
5101.418524	1.7187572	4	107	1	2	1	3	10	10
5103.487125	1.6191471	4	108	3	2	1	1	5	11
5105.606055	1.9289944	4	109	2	2	4	6	1	6
5108.11478	1.7790619	4	110	1	2	9	1	9	4
5110.383607	1.9989593	4	111	2	2	10	5	3	2
5112.872338	1.9190141	4	112	7	2	8	3	11	11
5115.481002	1.8791119	4	113	3	1	9	3	7	10
5117.889796	1.9189747	4	114	4	2	11	3	9	9
