onset	duration	run_number	trial_number	trial_sequence	saccade_direction	fixation_duration	post_stim_duration	spatial_jitter_x	spatial_jitter_y
1249.324225	1.6160619	3	1	2	1	1	1	2	9
1251.450232	1.8788293	3	2	7	1	6	3	9	4
1253.838977	1.7589238	3	3	2	2	3	3	2	5
1256.127872	1.8288463	3	4	7	2	1	4	9	8
1258.527717	2.0678379	3	5	7	1	8	6	11	7
1261.15514	2.0689857	3	6	4	1	11	6	6	9
1263.733761	1.7491162	3	7	1	2	5	2	7	6
1265.982609	1.8890156	3	8	1	1	2	6	8	8
1268.471366	1.7590666	3	9	5	2	8	1	4	1
1270.790188	1.779065	3	10	5	2	9	1	11	3
1273.268921	1.8390243	3	11	6	2	9	1	1	10
1275.457802	1.9189978	3	12	4	2	6	5	9	2
1277.90655	1.7290728	3	13	1	1	4	2	10	11
1279.985488	1.88898	3	14	4	2	2	6	4	9
1282.464217	1.7190977	3	15	4	1	6	1	11	4
1284.623114	1.8390388	3	16	2	2	7	3	9	3
1287.011893	1.9489797	3	17	4	2	5	6	6	9
1289.500624	1.899005	3	18	3	1	5	5	9	10
1291.959364	1.7790686	3	19	1	2	9	1	1	10
1294.298141	1.7690927	3	20	5	2	6	2	7	11
1296.417093	1.9289697	3	21	2	1	9	4	4	7
1298.935791	1.8190326	3	22	5	1	1	5	10	3
1301.294576	1.9089877	3	23	6	1	5	4	3	9
1303.553425	1.7892653	3	24	2	1	7	2	2	4
1305.88222	1.8693402	3	25	1	1	1	6	5	9
1308.261054	1.8590043	3	26	3	2	3	5	4	6
1310.469915	1.7190696	3	27	1	1	1	3	3	4
1312.728751	1.8589584	3	28	5	2	8	3	11	7
1315.027505	1.9490492	3	29	2	1	10	4	9	2
1317.326401	1.6191501	3	30	1	1	1	1	10	3
1319.455422	2.0287879	3	31	7	2	11	4	3	1
1322.004011	1.8490184	3	32	2	1	10	2	5	10
1324.202888	1.6690856	3	33	2	2	1	2	2	10
1326.42169	1.8590637	3	34	5	1	8	3	11	1
1328.630972	1.978608	3	35	7	2	11	3	8	1
1331.179275	1.8590731	3	36	5	1	3	5	3	9
1333.568105	1.928995	3	37	6	2	11	2	11	7
