onset	duration	run_number	trial_number	trial_sequence	saccade_direction	fixation_duration	post_stim_duration	spatial_jitter_x	spatial_jitter_y
9562.902322	1.815763	6	1	3	2	2	4	10	7
9565.248023	2.028779	6	2	3	2	9	6	9	2
9567.806682	1.7889221	6	3	3	2	2	4	4	1
9569.955567	1.7691778	6	4	2	1	6	2	4	3
9572.315416	1.8180437	6	5	6	1	3	3	3	11
9574.643095	1.8390897	6	6	2	2	2	5	7	11
9576.832226	2.0286332	6	7	7	2	6	6	6	10
9579.380781	1.8388651	6	8	2	1	2	5	11	10
9581.5695	1.9189646	6	9	5	2	11	3	10	7
9584.038233	1.7793307	6	10	5	1	9	1	4	10
9586.167161	1.7990624	6	11	7	1	2	3	5	4
9588.535955	1.8390132	6	12	4	1	2	5	3	6
9590.884748	1.8390413	6	13	3	1	2	5	2	11
9593.243566	1.619157	6	14	5	1	1	1	8	5
9595.212563	1.689121	6	15	4	1	2	2	6	4
9597.251513	1.699125	6	16	1	2	5	1	4	6
9599.49039	1.9489809	6	17	7	1	2	6	1	11
9601.979121	1.889014	6	18	3	2	2	6	7	11
9604.437828	1.9190185	6	19	1	2	6	5	4	1
9606.706669	1.9890482	6	20	5	2	7	6	6	2
9609.045516	1.8193025	6	21	2	1	6	3	8	3
9611.314361	1.9789555	6	22	7	2	6	5	2	5
9613.843074	1.9689609	6	23	5	1	6	6	11	4
9616.361762	1.8790275	6	24	5	2	4	5	5	6
9618.81052	1.7693401	6	25	1	1	1	4	2	8
9621.149328	1.7490813	6	26	1	2	5	2	8	3
9623.248272	1.7390587	6	27	1	1	7	1	7	5
9625.527111	1.7990616	6	28	2	2	5	3	9	10
9627.675999	1.9889788	6	29	7	2	9	4	11	5
9630.214709	1.8893139	6	30	7	1	4	4	7	7
9632.66349	1.7890684	6	31	3	2	2	4	9	3
9635.002288	1.9190289	6	32	1	1	11	3	1	7
9637.47103	1.7190987	6	33	2	1	6	1	8	6
9639.549967	1.8290423	6	34	6	2	6	2	6	3
9641.728877	1.9389912	6	35	6	2	4	5	8	3
9644.227616	1.7190929	6	36	7	1	3	1	10	9
9646.296943	1.8886245	6	37	4	2	2	6	5	6
9648.685674	1.8287066	6	38	3	1	4	4	7	5
9651.054115	1.8590346	6	39	1	2	8	3	7	10
9653.472893	1.9689764	6	40	7	2	3	6	11	10
9655.991612	1.858985	6	41	3	1	3	5	7	4
9658.370724	1.8187879	6	42	1	1	11	1	11	7
9660.749191	1.8490071	6	43	2	1	10	2	3	7
9663.147976	1.8990087	6	44	6	1	2	5	7	11
9665.576719	2.0189493	6	45	3	1	11	5	2	11
9668.165402	1.8789856	6	46	7	1	11	1	10	3
9670.564175	1.669066	6	47	5	2	1	2	10	3
9672.803044	2.0293376	6	48	1	2	9	6	1	7
9675.361735	1.7190913	6	49	5	1	1	3	5	8
9677.580606	1.8291719	6	50	7	2	1	4	3	3
9679.999374	2.008938	6	51	4	2	8	6	8	6
9682.538061	1.6891181	6	52	5	1	2	2	7	1
9684.766926	1.8090592	6	53	5	2	8	2	7	7
9687.045764	1.7390986	6	54	4	2	2	3	7	2
9689.314652	1.6891152	6	55	2	2	2	2	2	11
9691.683444	1.8293163	6	56	5	2	9	2	6	4
9694.042245	1.739064	6	57	4	2	2	3	3	11
9696.331075	1.8990173	6	58	7	2	7	3	6	10
9698.809792	1.9590078	6	59	7	1	10	3	1	1
9701.578408	1.8690204	6	60	2	2	6	4	7	4
9703.797283	1.9889388	6	61	5	2	7	6	4	7
9706.315996	1.9293178	6	62	7	1	11	2	7	7
9708.604832	1.958943	6	63	6	1	5	5	5	4
9711.093552	1.8290467	6	64	6	1	6	2	9	4
9713.542302	1.9889549	6	65	3	2	7	6	8	1
9716.071034	1.7990608	6	66	4	2	10	1	9	8
9718.41981	2.0689393	6	67	5	1	11	6	2	1
9720.838596	1.8490043	6	68	4	2	5	4	4	2
9723.037478	1.958978	6	69	2	2	8	5	4	5
9725.506221	1.8090319	6	70	3	2	8	2	7	2
9727.665338	1.8988971	6	71	2	1	10	3	9	8
9729.913977	1.8190643	6	72	3	2	11	1	4	6
9732.09288	1.9190027	6	73	6	1	8	3	6	3
9734.361711	1.8190375	6	74	2	2	6	3	7	2
9736.530621	2.0089574	6	75	7	2	5	6	4	4
9739.099305	1.7590923	6	76	3	1	3	3	11	4
9741.428132	1.9889617	6	77	6	2	4	6	1	6
9743.976819	1.9889791	6	78	6	2	9	4	1	2
9746.515545	1.9989434	6	79	3	1	10	5	7	8
9748.86435	1.9089795	6	80	6	2	10	2	10	6
9751.123199	2.0688882	6	81	1	2	11	6	8	10
9753.541934	1.8990436	6	82	5	1	5	5	8	8
9756.010712	1.9090035	6	83	1	1	3	6	2	2
9758.469429	1.9589657	6	84	7	1	5	5	10	4
9760.968188	1.7790753	6	85	3	2	4	3	1	4
9763.297006	1.9590366	6	86	4	1	8	5	2	11
9765.765746	1.8790256	6	87	6	1	6	3	4	3
9768.194458	1.8394314	6	88	2	2	2	5	4	10
9770.383451	2.0088918	6	89	2	2	8	6	7	9
9772.972513	1.9185243	6	90	5	2	11	3	10	5
9775.450791	2.0689245	6	91	5	1	11	6	8	2
9777.869579	1.9689923	6	92	3	1	6	6	11	7
9780.188415	2.0789063	6	93	7	2	11	5	10	4
9782.817054	1.9390115	6	94	7	1	9	3	10	10
9785.305794	1.899016	6	95	1	2	10	3	1	3
9787.664592	1.6391618	6	96	1	2	2	1	7	8
9789.743549	2.0089235	6	97	6	2	10	4	9	6
9792.302216	1.7191262	6	98	4	1	6	1	11	3
9794.59109	1.9289987	6	99	3	1	9	4	2	3
9797.049824	1.7990777	6	100	4	2	5	3	5	6
9799.198748	1.7590664	6	101	4	1	8	1	8	10
9801.30765	1.8191291	6	102	4	2	1	5	9	10
9803.75643	1.9589189	6	103	4	1	8	5	5	4
9806.065259	1.839023	6	104	2	1	2	5	4	9
9808.474016	2.0489198	6	105	2	1	10	6	8	6
9810.87281	1.9889713	6	106	2	1	7	6	10	8
9813.411518	1.7490444	6	107	2	1	5	2	9	3
9815.510437	1.9989643	6	108	1	1	10	5	8	2
9818.059118	1.8590441	6	109	2	2	3	5	1	10
9820.46791	2.0789147	6	110	6	1	11	5	9	1
9823.75625	1.7890637	6	111	3	1	2	4	10	11
9825.895129	1.9989727	6	112	1	1	10	5	9	8
9828.443836	1.6991566	6	113	5	1	5	1	1	11
9830.692721	1.7391111	6	114	6	1	4	1	7	7
9833.001566	1.9193709	6	115	7	2	3	5	1	1
9835.440327	1.9289967	6	116	6	2	1	6	11	3
9837.939024	1.7890844	6	117	3	1	2	4	9	7
9840.267858	1.8690322	6	118	6	2	8	2	1	4
9842.646667	1.8990127	6	119	6	1	7	3	6	4
9845.055438	1.9189881	6	120	5	1	6	5	7	3
9847.50417	2.1289107	6	121	7	1	11	6	2	10
9850.212785	1.988984	6	122	7	2	4	6	7	1
9852.731538	1.7390931	6	123	4	1	2	3	1	4
9855.01038	2.0189364	6	124	4	1	11	5	5	11
9857.569084	1.6591328	6	125	4	2	3	1	10	11
9859.757955	1.7590969	6	126	6	2	5	1	10	10
9862.086788	1.7690671	6	127	1	1	1	4	5	6
9864.375622	1.7790736	6	128	1	1	4	3	10	5
9866.504543	1.7893583	6	129	3	2	2	4	1	7
9868.683416	1.9089919	6	130	1	2	8	4	7	3
9871.132174	1.6794216	6	131	4	2	4	1	9	2
9873.381018	1.7491035	6	132	5	2	5	2	1	3
9875.699855	1.8393717	6	133	2	2	7	3	5	10
9878.098634	1.7391115	6	134	4	1	2	3	1	7
9880.367502	1.8890111	6	135	6	2	4	4	6	8
9882.786265	1.809059	6	136	5	2	8	2	10	10
9884.94514	1.9190274	6	137	1	2	6	5	9	10
9887.453898	1.7790462	6	138	4	1	9	1	5	4
9889.763034	1.6688191	6	139	1	1	1	2	9	5
9891.961606	1.9589699	6	140	6	1	10	3	4	6
