onset	duration	run_number	trial_number	trial_sequence	saccade_direction	fixation_duration	post_stim_duration	spatial_jitter_x	spatial_jitter_y
6606.239723	1.8659292	11	1	7	1	8	2	2	4
6608.675534	1.9188011	11	2	1	1	11	3	8	8
6611.14488	1.9182304	11	3	7	2	3	5	2	1
6613.613025	2.018753	11	4	4	1	11	5	7	2
6616.182857	2.0378054	11	5	6	1	9	5	7	11
6618.76029	1.7591543	11	6	2	1	3	3	5	11
6621.059015	1.7091028	11	7	1	1	3	2	9	8
6623.267916	1.8590116	11	8	2	1	3	5	8	9
6625.646684	1.9190186	11	9	5	2	11	3	7	9
6628.115443	1.6791179	11	10	5	1	4	1	4	5
6630.394285	1.7390823	11	11	2	2	2	3	10	8
6632.683121	1.9191567	11	12	2	1	11	3	10	1
6635.121829	1.7691003	11	13	4	1	1	4	11	7
6637.240791	1.6391355	11	14	4	1	2	1	2	3
6639.439665	1.9889269	11	15	6	1	9	4	8	11
6641.998333	1.6992273	11	16	6	1	2	1	9	4
6644.137258	1.7790653	11	17	7	1	1	3	4	6
6646.50603	1.9190128	11	18	7	1	3	5	1	4
6648.934787	1.8690075	11	19	4	2	6	4	1	8
6651.323591	1.8390353	11	20	2	2	2	5	5	10
6653.742358	1.7593556	11	21	4	1	3	3	9	11
6656.061168	1.7790635	11	22	5	1	9	1	1	11
6658.399962	1.7790675	11	23	7	2	6	1	9	1
6660.780083	1.9276778	11	24	6	2	11	2	1	10
6663.36745	1.7890539	11	25	3	2	2	4	3	2
6665.786211	1.8090668	11	26	4	1	3	4	5	4
6668.184992	2.1291465	11	27	7	1	11	6	5	2
6670.95359	1.7090879	11	28	4	2	3	2	9	5
6673.332374	1.7091037	11	29	3	1	3	2	10	2
6675.691179	1.7390452	11	30	4	1	2	3	8	5
6678.079965	1.7390708	11	31	1	2	7	1	2	3
6680.408774	1.8090319	11	32	2	2	8	2	6	11
6682.797548	1.8190715	11	33	2	1	1	5	1	7
6685.106372	1.6591142	11	34	1	2	3	1	4	8
6687.295256	1.9789359	11	35	1	1	9	5	1	2
6689.79395	1.7590944	11	36	4	2	8	1	6	11
6691.992861	1.9189729	11	37	6	2	8	3	1	1
6694.441611	1.6891114	11	38	5	1	2	2	9	5
6696.660477	1.6994033	11	39	5	1	5	1	2	9
6698.889331	1.7490706	11	40	6	2	2	2	3	3
6701.148174	1.7790051	11	41	5	2	4	3	4	5
6703.476973	1.8789963	11	42	5	2	9	3	2	2
6705.925738	1.8190339	11	43	5	1	6	3	2	3
6708.31452	1.9889367	11	44	5	2	7	6	8	11
6710.883208	1.9189957	11	45	6	2	3	5	3	2
6713.332305	1.9686305	11	46	6	1	3	6	11	10
6715.890642	1.7494395	11	47	6	2	2	2	1	3
6718.269447	1.989298	11	48	1	1	7	6	2	5
6720.768575	1.7886561	11	49	4	1	7	2	3	11
6723.017031	1.978954	11	50	1	1	9	5	6	11
6725.695755	1.8989125	11	51	7	1	2	5	11	1
6728.174405	1.7690102	11	52	4	2	6	2	9	6
6730.493212	1.9090062	11	53	2	1	8	4	8	1
6732.921987	1.8490174	11	54	5	1	10	2	2	2
6735.270774	1.7190937	11	55	5	2	6	1	2	7
6737.559603	1.7790481	11	56	3	1	4	3	11	10
6739.87844	1.9290198	11	57	3	1	4	6	9	5
6742.157272	1.8090436	11	58	3	2	3	4	7	9
6744.546062	1.7790512	11	59	5	2	4	3	6	2
6746.824895	1.8290411	11	60	3	2	4	4	9	9
6749.153662	1.7990848	11	61	3	1	5	3	4	5
6751.472508	2.0789169	11	62	6	2	11	5	2	9
6754.101462	1.7987163	11	63	4	2	5	3	11	6
6756.449954	1.8490476	11	64	2	1	10	2	1	10
6758.858742	2.0689281	11	65	5	2	11	6	5	3
6761.477396	2.0489473	11	66	3	1	10	6	2	9
6764.056109	1.9689739	11	67	6	1	8	4	3	5
6766.534849	1.908984	11	68	2	2	8	4	2	9
6769.003586	1.8090398	11	69	2	2	8	2	3	6
6771.362344	1.9890059	11	70	1	2	7	6	9	7
6774.011021	1.809061	11	71	3	2	3	4	7	3
6776.389804	1.7590572	11	72	1	2	8	1	3	6
6778.498706	1.8990105	11	73	1	1	10	3	9	7
6780.747565	1.7990604	11	74	5	2	5	3	6	11
6783.076369	1.8989853	11	75	6	2	7	3	7	11
6785.465163	1.8890228	11	76	7	1	9	2	5	8
6787.94391	1.9289474	11	77	6	1	6	4	8	5
6790.362699	1.8889765	11	78	7	2	9	2	2	4
6792.801454	1.7390595	11	79	1	2	2	3	2	11
6795.100261	1.8889978	11	80	7	1	9	2	7	3
6797.509014	1.7990608	11	81	1	1	5	3	5	2
6799.837823	1.7790946	11	82	7	2	6	1	1	7
6802.206645	2.0089017	11	83	6	1	10	4	8	2
6804.765339	1.8291912	11	84	1	1	4	4	7	8
6806.94454	1.9489865	11	85	7	2	2	6	2	9
6809.243055	1.8990239	11	86	5	1	5	5	6	4
6811.681831	1.6890988	11	87	5	2	2	2	1	10
