,sac_t_y_landing,sac_y_landing,time_independant_sac,trial_sequence
356,-253.0,4.714606773757782,1.0,3
477,-237.0,4.538842430061184,1.0,6
494,-226.0,4.557681243815066,1.0,7
752,-114.0,5.188453888580702,1.0,7
6,-77.0,4.59921962948694,1.0,7
349,-67.0,5.677295496753863,1.0,1
499,-38.0,5.818069949673154,1.0,2
435,-32.0,4.808841936928371,1.0,1
429,-17.0,5.004218889787718,1.0,3
431,-12.0,5.265373172174439,1.0,7
10,-6.0,4.964610883197901,1.0,1
686,5.0,4.875759412368455,1.0,3
694,10.0,4.727679106906204,1.0,2
446,31.0,4.289612116029936,1.0,4
445,39.0,5.2580673196314756,1.0,2
269,45.0,5.134225958024723,1.0,1
187,46.0,4.623450354462199,1.0,7
441,55.0,4.83691698230727,1.0,2
217,65.0,4.874993835839822,1.0,6
720,67.0,4.848067155253871,1.0,4
344,82.0,5.053836923411426,1.0,7
339,86.0,5.289221108885383,1.0,1
182,91.0,4.384995643993474,1.0,7
754,91.0,6.027684038234346,1.0,1
765,92.0,5.151533618721338,1.0,1
244,95.0,5.171146227884088,1.0,2
468,101.0,3.8257585904804308,1.0,3
512,102.0,3.8665313996236725,1.0,4
740,102.0,4.820757686403606,1.0,6
703,103.0,5.070761795843724,1.0,1
428,103.0,3.565760891766897,1.0,5
469,111.0,4.663840375341125,1.0,7
748,115.0,4.565760891766897,1.0,5
816,119.0,4.668450272273398,1.0,2
507,126.0,3.4849890688892833,1.0,4
715,129.0,5.515377281614557,1.0,2
628,137.0,5.388839964397113,1.0,2
185,140.0,5.229609485988261,1.0,1
690,142.0,3.96191492758721,1.0,4
350,146.0,5.396145816940076,1.0,1
211,146.0,4.656526303917925,1.0,4
364,149.0,5.123450354462199,1.0,1
756,152.0,5.157300099326797,1.0,6
629,152.0,5.471916735740864,1.0,1
621,154.0,3.0265356734413977,1.0,5
550,159.0,3.5434523269934566,1.0,5
579,160.0,5.229601267108023,1.0,2
693,162.0,5.086530084602835,1.0,3
309,168.0,4.0165338652877445,1.0,6
470,170.0,3.759223903304664,1.0,3
107,178.0,3.417688805184883,1.0,5
818,179.0,5.9534524913710625,1.0,1
423,183.0,4.752683627290335,1.0,2
615,185.0,6.013455121412738,1.0,1
212,188.0,5.273070031861955,1.0,7
427,188.0,4.665762535542944,1.0,3
406,190.0,5.179991452364553,1.0,1
721,194.0,3.2615288517707994,1.0,4
473,195.0,5.154221355451789,1.0,1
329,195.0,2.597305688165357,1.0,5
297,196.0,4.170372432475217,1.0,6
603,196.0,5.433831663328074,1.0,1
619,197.0,3.816913365999967,1.0,4
776,197.0,4.6546041437161065,1.0,6
609,197.0,4.380377528180966,1.0,5
