,sac_t_y_landing,sac_y_landing,time_independant_sac,trial_sequence
289,-441.0,2.554227930555979,1.0,7
136,-421.0,3.052297551473922,1.0,7
509,-386.0,2.8338382384322633,1.0,6
512,-363.0,4.634991534553355,1.0,1
398,-341.0,3.41537563783851,1.0,1
272,-339.0,3.797683545101532,1.0,3
697,-321.0,4.654986931980423,1.0,3
162,-311.0,4.686148940114567,1.0,1
688,-310.0,4.464610883197901,1.0,2
103,-309.0,2.500765576528633,1.0,7
56,-306.0,3.5576812438150656,1.0,1
507,-304.0,3.746151570156242,1.0,4
592,-301.0,4.031145570373668,1.0,1
182,-298.0,4.081911968790324,1.0,7
371,-292.0,3.1765299202252315,1.0,2
310,-292.0,4.05268033973824,1.0,4
437,-289.0,4.313842841005195,1.0,4
253,-285.0,3.203839389075497,1.0,2
677,-281.0,3.65307299065884,1.0,5
63,-280.0,2.534607102512991,1.0,6
535,-277.0,4.8838390603202875,1.0,3
518,-275.0,1.2861505838906142,1.0,5
155,-275.0,3.2757659874726457,1.0,3
13,-267.0,2.0107673846822847,1.0,3
106,-263.0,3.4138362659010055,1.0,7
149,-263.0,4.578833224915319,1.0,1
453,-261.0,5.0515319749452905,1.0,1
303,-256.0,2.4534607102513,1.0,6
520,-255.0,4.5584550392239365,1.0,2
154,-254.0,2.8761504195130083,1.0,5
716,-252.0,2.5380768535325524,1.0,7
266,-248.0,3.533841525984358,1.0,3
546,-247.0,3.7603804869778505,1.0,6
197,-246.0,3.0696052121705364,1.0,6
559,-246.0,5.131912790678348,1.0,7
76,-239.0,2.0634559433007613,1.0,4
212,-237.0,4.015377281614557,1.0,2
327,-232.0,2.5788414437955565,1.0,7
706,-232.0,3.02268313415752,1.0,4
275,-228.0,2.3196093216106544,1.0,4
334,-227.0,2.2869161604192456,1.0,4
93,-222.0,2.8019188726497246,1.0,7
95,-222.0,2.386152227666662,1.0,5
261,-220.0,2.9919203520481688,1.0,5
443,-218.0,5.23075785078121,1.0,1
519,-215.0,3.9176805863046456,1.0,2
794,-213.0,3.2380719222044103,1.0,2
497,-209.0,3.7049959727486836,1.0,3
506,-208.0,3.068074059113272,1.0,7
87,-208.0,1.9453810622994663,1.0,6
131,-205.0,1.7830718400156063,1.0,3
364,-202.0,4.291534276231756,1.0,1
683,-202.0,4.36883634808981,1.0,2
691,-201.0,4.622301989669251,1.0,1
810,-201.0,2.9461466388280995,1.0,3
324,-201.0,2.0857645080742016,1.0,6
487,-196.0,2.9976868326536272,1.0,4
625,-196.0,4.280375884404918,1.0,3
484,-191.0,4.263068223708303,1.0,5
292,-190.0,2.4961474607161227,1.0,5
84,-188.0,3.358068963407523,1.0,1
129,-187.0,2.9015377281614567,1.0,3
119,-185.0,3.7884555323567497,1.0,1
5,-185.0,3.034998109657545,1.0,3
821,-184.0,3.8496065271913755,1.0,7
231,-183.0,4.44152852301559,1.0,7
667,-181.0,4.240759658934861,1.0,1
760,-181.0,2.9415367418958294,1.0,4
523,-178.0,5.178452080427051,1.0,1
17,-177.0,3.671529016148403,1.0,1
69,-177.0,2.452304126578112,1.0,6
808,-175.0,4.8415268792395425,1.0,1
695,-174.0,3.748073730358062,1.0,6
542,-170.0,4.748456518622378,1.0,7
116,-170.0,3.0796070203241896,1.0,7
374,-168.0,2.6569173110624793,1.0,7
502,-167.0,3.578458655531241,1.0,2
381,-167.0,3.047304866277334,1.0,6
735,-166.0,2.830759494557257,1.0,5
513,-160.0,3.3084509297838176,1.0,2
707,-158.0,3.1761471319609136,1.0,6
