,sac_t_y_landing,sac_y_landing,time_independant_sac,trial_sequence
110,-306.0,4.848840950662742,1.0,2
129,-276.0,4.717685517632788,1.0,7
102,-264.0,3.0349898907773074,1.0,4
405,-245.0,4.081529180526009,1.0,7
52,-228.0,3.658073894735666,1.0,6
255,-225.0,4.55537629534893,1.0,7
335,-210.0,3.416915009776014,1.0,3
128,-200.0,4.650759823312467,1.0,7
453,-194.0,3.939989151078087,1.0,2
483,-192.0,2.2296094859882603,1.0,4
362,-191.0,2.2492303140312506,1.0,5
109,-183.0,4.061142775954389,1.0,3
108,-181.0,4.642688394240871,1.0,7
324,-178.0,3.8761504195130088,1.0,2
96,-170.0,4.331916078230444,1.0,2
103,-170.0,3.428838978131485,1.0,3
1,-169.0,4.406913201622361,1.0,1
156,-149.0,4.052297551473922,1.0,1
738,-141.0,3.588452244804655,1.0,6
189,-141.0,4.133069374351535,1.0,3
125,-118.0,3.380760316445281,1.0,7
5,-111.0,3.319609321610655,1.0,5
167,-109.0,3.28653337215493,1.0,7
186,-98.0,3.7780709359387807,1.0,7
730,-94.0,4.2534574226992055,1.0,1
229,-88.0,3.901920516425772,1.0,3
2,-83.0,3.3365341940429536,1.0,6
220,-79.0,2.560377199425756,1.0,6
164,-66.0,4.048070442805967,1.0,2
298,-59.0,3.6611444197304364,1.0,1
104,-51.0,3.5142289168216085,1.0,7
402,-50.0,2.8223052772213455,1.0,6
497,-46.0,3.1546123625963443,1.0,2
474,-44.0,2.195385171739587,1.0,4
708,-41.0,4.205761549277317,1.0,1
286,-35.0,2.726913530377571,1.0,5
3,-34.0,3.936918626083317,1.0,1
407,-31.0,2.131147214149715,1.0,5
355,-29.0,4.060759987690071,1.0,7
113,-16.0,4.192298208984342,1.0,3
516,-13.0,3.6676846957447644,1.0,1
100,-13.0,4.272296236453084,1.0,1
713,-5.0,2.3084591486640544,1.0,5
106,-1.0,3.788838320621065,1.0,7
188,-1.0,4.05537629534893,1.0,3
28,-1.0,2.380377528180965,1.0,4
171,1.0,3.671911804412721,1.0,3
84,6.0,4.3988417725507665,1.0,1
525,7.0,4.088835033068969,1.0,1
577,15.0,3.5299972055807194,1.0,3
