,sac_t_y_landing,sac_y_landing,time_independant_sac,trial_sequence
156,-460.0,2.984223492360652,1.0,7
367,-415.0,4.136148118226544,1.0,6
624,-404.0,3.142297387096318,1.0,6
654,-377.0,2.2284611211953123,1.0,7
798,-375.0,2.444615485770833,1.0,7
52,-369.0,1.9215331255885217,1.0,3
189,-362.0,1.9773086469622423,1.0,6
179,-361.0,1.4069214205026,1.0,6
166,-357.0,2.3246102256874828,1.0,3
648,-356.0,2.3738454710468715,1.0,4
312,-356.0,0.9165322215116962,1.0,6
35,-353.0,1.6588394712642986,1.0,3
779,-351.0,1.5734577514544128,1.0,6
655,-349.0,1.8503803226002447,1.0,6
42,-346.0,0.6126911886601539,1.0,6
355,-346.0,0.7549967946367069,1.0,4
713,-346.0,1.7361497620025905,1.0,7
138,-346.0,0.6742331906393335,1.0,4
228,-346.0,3.409609157233051,1.0,4
129,-345.0,2.8223052772213455,1.0,1
242,-343.0,2.840378514446593,1.0,7
371,-343.0,3.0588378274882517,1.0,7
185,-342.0,1.627685682010393,1.0,6
58,-341.0,2.615761713654921,1.0,7
663,-339.0,0.9511557617851649,1.0,7
317,-338.0,1.4199937536510197,1.0,3
306,-338.0,3.669224067682268,1.0,7
785,-335.0,2.233071018127582,1.0,6
530,-331.0,3.0765364953294214,1.0,7
666,-329.0,1.1846095681770623,1.0,4
484,-328.0,3.353450847595015,1.0,7
374,-328.0,0.8765414266575633,1.0,5
332,-326.0,1.5876866682760211,1.0,1
73,-325.0,2.0588460463684912,1.0,3
101,-325.0,3.136530906490859,1.0,7
331,-323.0,1.5799980274687426,1.0,7
165,-320.0,1.849997534335929,1.0,3
78,-320.0,0.9915375637838526,1.0,4
755,-320.0,1.699612280407542,1.0,7
157,-319.0,2.0084624362161474,1.0,4
111,-318.0,2.4499991781119768,1.0,7
158,-318.0,2.4076869970312313,1.0,7
93,-318.0,1.934996465881497,1.0,6
55,-317.0,3.1053771172369533,1.0,1
364,-316.0,2.7838456354244787,1.0,2
342,-315.0,2.6946113763307142,1.0,3
154,-314.0,1.7403850895507833,1.0,6
109,-313.0,1.1492286702552006,1.0,4
307,-313.0,2.25076968596875,1.0,2
752,-312.0,2.60191558509763,1.0,1
366,-312.0,2.686148940114567,1.0,6
299,-311.0,1.8361514057786383,1.0,6
315,-307.0,3.2019172288736772,1.0,2
349,-307.0,0.8899965480703009,1.0,3
504,-306.0,3.429221766395801,1.0,2
350,-305.0,1.5476876545416507,1.0,3
326,-305.0,0.8065369884622328,1.0,6
563,-305.0,0.9296127735403558,1.0,5
379,-305.0,2.068074059113272,1.0,7
20,-304.0,0.8761504195130081,1.0,5
308,-304.0,1.2873071675637988,1.0,5
107,-303.0,1.5819201876705624,1.0,5
164,-303.0,3.2407596589348606,1.0,1
222,-302.0,0.16731012636068598,1.0,4
301,-302.0,1.211536248763013,1.0,5
167,-301.0,1.2861505838906142,1.0,5
106,-300.0,2.083842347872382,1.0,2
638,-298.0,2.0519147632096058,1.0,5
559,-298.0,1.2826890517512903,1.0,6
539,-298.0,2.408452573559865,1.0,6
660,-298.0,3.7099968768255094,1.0,1
251,-297.0,2.2819234752226594,1.0,1
316,-297.0,2.4203765419153354,1.0,3
758,-296.0,0.49807783979818054,1.0,5
169,-296.0,3.3484581623984253,1.0,1
87,-295.0,3.152681983514287,1.0,7
215,-294.0,1.9161494332473805,1.0,6
601,-294.0,1.263076442588541,1.0,6
805,-293.0,-0.031919365782540066,1.0,5
134,-292.0,2.164996959014313,1.0,3
186,-290.0,3.6996122804075426,1.0,7
153,-289.0,2.6938375809218456,1.0,7
305,-288.0,1.8130690455963272,1.0,4
271,-288.0,1.5569238861666714,1.0,3
287,-288.0,3.353450847595015,1.0,1
372,-287.0,2.6492286702552006,1.0,7
330,-287.0,1.8626870792200332,1.0,1
13,-285.0,2.6607616314661184,1.0,7
482,-285.0,2.0703790075794064,1.0,5
378,-284.0,2.8349948221054495,1.0,7
794,-284.0,2.6938375809218456,1.0,7
695,-284.0,1.94230231842446,1.0,6
320,-282.0,2.304997616524731,1.0,2
534,-282.0,1.9888416081731601,1.0,2
564,-281.0,3.032302154046856,1.0,2
454,-280.0,2.8607649190182136,1.0,3
24,-279.0,2.2373063456757754,1.0,2
103,-279.0,2.6211536248763014,1.0,6
148,-277.0,3.2446121982187384,1.0,2
226,-277.0,2.774226615535141,1.0,4
217,-276.0,1.5230741413020736,1.0,3
263,-275.0,0.21653715283984065,1.0,5
190,-275.0,1.8688445669700475,1.0,5
803,-274.0,2.0715355912525935,1.0,2
270,-273.0,1.4557656587174352,1.0,4
346,-272.0,0.9830751275677012,1.0,6
90,-272.0,2.6107690284583343,1.0,1
394,-271.0,2.4392235745494544,1.0,4
311,-268.0,1.3380735659804577,1.0,5
600,-268.0,2.5296061984361655,1.0,6
141,-266.0,3.7253741584400664,1.0,2
240,-265.0,3.4346054587369435,1.0,2
144,-265.0,3.451147542904925,1.0,7
105,-265.0,1.5515401938255278,1.0,6
79,-265.0,1.9299955618046716,1.0,7
48,-263.0,2.930761138333305,1.0,1
356,-260.0,0.16191821513930504,1.0,6
279,-259.0,2.08230297593488,1.0,2
145,-258.0,2.3730716756380024,1.0,4
697,-257.0,2.1903760487825217,1.0,6
631,-256.0,3.032684942311172,1.0,7
386,-256.0,2.344996630259103,1.0,7
176,-255.0,2.9076869970312313,1.0,7
665,-255.0,2.6115346049869657,1.0,2
57,-255.0,1.1265373172174447,1.0,6
508,-254.0,3.5080714290715944,1.0,1
381,-251.0,1.4719249546210988,1.0,4
249,-250.0,0.7265389609934924,1.0,6
603,-250.0,3.6949941645950317,1.0,7
22,-250.0,0.10999523304946157,1.0,5
233,-248.0,1.777688147674465,1.0,5
291,-247.0,2.6542213554517886,1.0,2
34,-247.0,1.8719150919648158,1.0,3
783,-247.0,2.0726839560455446,1.0,4
567,-247.0,3.576528276449183,1.0,2
570,-246.0,1.3665396185039125,1.0,5
277,-244.0,2.0449999178111966,1.0,6
146,-242.0,3.433074305679678,1.0,1
692,-241.0,3.0499926030077864,1.0,7
541,-240.0,1.6838439916484296,1.0,6
487,-239.0,2.5538451422916637,1.0,2
791,-239.0,0.8403785144465932,1.0,5
610,-239.0,2.3849956439934736,1.0,2
6,-239.0,2.1303816376210842,1.0,1
175,-238.0,2.068074059113272,1.0,3
617,-237.0,2.216146145695285,1.0,6
96,-237.0,2.033075949455725,1.0,6
150,-237.0,3.6273028937460765,1.0,1
268,-236.0,2.4046082531562254,1.0,1
238,-236.0,3.412305112843742,1.0,2
569,-236.0,3.9030688812187213,1.0,7
201,-234.0,2.028457833643217,1.0,7
448,-233.0,3.88652679705074,1.0,1
615,-232.0,1.7788447313476514,1.0,6
159,-231.0,2.183461203384112,1.0,4
