,sac_t_y_landing,sac_y_landing,time_independant_sac,trial_sequence
250,-338.0,2.786150583890614,1.0,5
485,-260.0,3.3846128557291584,1.0,3
397,-244.0,1.3796119516523317,1.0,4
248,-229.0,3.533450518839805,1.0,4
291,-228.0,3.4099919454973664,1.0,1
391,-179.0,2.9015295092812186,1.0,7
677,-173.0,3.4757610561445027,1.0,7
708,-168.0,3.840378514446593,1.0,2
793,-159.0,2.903842676627592,1.0,2
612,-157.0,2.068839635641905,1.0,3
729,-155.0,2.93576204241013,1.0,2
244,-154.0,2.110760809578095,1.0,4
832,-128.0,3.0619165713632577,1.0,1
611,-125.0,1.6784602993072884,1.0,5
387,-121.0,2.8023016609140403,1.0,7
434,-119.0,3.8880743878684814,1.0,4
550,-115.0,2.6403752268944984,1.0,4
532,-105.0,1.746917146684875,1.0,5
791,-103.0,2.162692010548178,1.0,4
758,-102.0,1.8719150919648158,1.0,4
462,-94.0,3.789994904294254,1.0,2
471,-92.0,2.8938408684739403,1.0,3
551,-91.0,3.915758426102825,1.0,1
518,-90.0,3.789221108885383,1.0,2
576,-74.0,2.1269201054817604,1.0,3
393,-72.0,-0.33230708537499865,1.0,5
777,-64.0,0.7238430053828016,1.0,5
707,-63.0,1.2296177048684962,1.0,6
326,-63.0,1.6142305605976541,1.0,3
835,-61.0,3.4719167357408636,1.0,3
606,-59.0,3.601532796833314,1.0,1
341,-54.0,3.472690531149734,1.0,1
390,-44.0,1.1542295743320263,1.0,5
451,-38.0,3.906913201622361,1.0,2
460,-37.0,3.658065675855428,1.0,3
749,-37.0,3.6996122804075426,1.0,1
437,-33.0,3.2461433512760047,1.0,5
592,-32.0,1.7811496798137867,1.0,5
602,-32.0,0.19654175541277175,1.0,4
427,-31.0,4.583842347872382,1.0,1
383,-28.0,3.01961260916275,1.0,3
262,-28.0,2.8753766241041374,1.0,3
579,-27.0,1.9342226704726286,1.0,4
674,-26.0,0.4826923393033856,1.0,5
440,-25.0,3.8349948221054495,1.0,1
497,-22.0,1.0980794835742278,1.0,5
433,-21.0,3.6330693743515354,1.0,3
662,-16.0,1.6761471319609131,1.0,4
428,-14.0,4.340761302710908,1.0,1
709,-12.0,3.816913365999967,1.0,3
365,-10.0,1.4003811444882683,1.0,5
468,-10.0,3.740376870670546,1.0,5
414,-7.0,2.661918215139305,1.0,3
439,-7.0,2.520378185691383,1.0,5
422,-6.0,4.163066579932256,1.0,1
415,-5.0,2.8669141878879896,1.0,1
796,-5.0,3.596149104492171,1.0,2
449,-4.0,4.101532796833315,1.0,1
465,-1.0,3.9573050306549393,1.0,3
614,0.0,3.293839224697893,1.0,1
445,0.0,3.865374815950486,1.0,2
430,3.0,4.5915309886796605,1.0,1
655,5.0,3.477300428082005,1.0,2
837,6.0,1.9623059347317633,1.0,5
654,8.0,3.5830685524635113,1.0,1
830,8.0,2.706144337541632,1.0,4
582,10.0,3.235766973738273,1.0,5
284,10.0,1.911922324579424,1.0,3
376,11.0,2.961532139322894,1.0,1
408,12.0,2.706144337541632,1.0,2
558,12.0,3.4761520632890557,1.0,2
616,13.0,3.3592255470807117,1.0,2
435,15.0,4.061533783098942,1.0,2
775,17.0,2.29576960377995,1.0,3
473,19.0,1.6365391253710966,1.0,4
641,21.0,1.7196158967148452,1.0,2
643,24.0,3.0361464744504953,1.0,1
333,28.0,3.256918954838527,1.0,2
431,29.0,4.409991945497366,1.0,1
566,29.0,1.963071511260398,1.0,4
392,38.0,2.073457751454413,1.0,3
811,39.0,3.5092280127447832,1.0,1
589,40.0,3.0626821478918913,1.0,5
750,40.0,3.6146133488619716,1.0,2
478,41.0,2.909609157233051,1.0,5
731,42.0,3.108838649376275,1.0,5
554,42.0,2.661918215139305,1.0,3
371,42.0,2.9172977980403294,1.0,2
378,43.0,1.9446154857708333,1.0,5
695,49.0,3.103072168770816,1.0,2
678,51.0,3.367296976152306,1.0,1
