,sac_t_y_landing,sac_y_landing,time_independant_sac,trial_sequence
345,-265.0,2.6876883120520687,1.0,6
8,-209.0,3.3896137598059854,1.0,4
65,-131.0,3.043452326993456,1.0,5
408,-101.0,2.8484581623984253,1.0,6
212,-81.0,2.3165387966158884,1.0,3
116,-28.0,3.9042254648919075,1.0,6
278,10.0,2.63538254169791,1.0,4
529,29.0,2.5303799938450364,1.0,4
679,53.0,1.2657641793189918,1.0,5
263,79.0,4.289612116029936,1.0,1
493,84.0,2.777688147674465,1.0,6
173,86.0,2.6511508304570204,1.0,7
689,93.0,3.1992294921432265,1.0,7
588,99.0,2.908843580704418,1.0,3
77,119.0,2.6246069381353876,1.0,4
240,124.0,2.6307644258854,1.0,5
576,127.0,2.622684777933568,1.0,4
658,145.0,2.3684617787057314,1.0,5
822,153.0,2.396154035820313,1.0,6
667,160.0,1.6415318105676842,1.0,4
642,171.0,2.306919776726551,1.0,7
779,172.0,2.9015377281614567,1.0,7
651,182.0,4.033450518839805,1.0,1
572,186.0,1.5784586555312405,1.0,5
131,186.0,3.6611444197304364,1.0,2
448,187.0,2.939614581694009,1.0,3
439,187.0,1.4523041265781114,1.0,5
243,188.0,2.756536166574211,1.0,3
264,191.0,3.1538385671874734,1.0,6
623,195.0,2.3657658230950394,1.0,3
411,195.0,2.0703790075794064,1.0,3
379,195.0,2.1780692921627325,1.0,6
53,196.0,3.608073072847642,1.0,2
336,196.0,4.078067648386686,1.0,1
476,196.0,3.464228094933585,1.0,2
772,198.0,1.8999983562239526,1.0,4
624,199.0,3.028457833643217,1.0,3
676,200.0,2.3380735659804577,1.0,3
418,200.0,2.80422382111586,1.0,7
61,201.0,2.5276840382343457,1.0,6
678,201.0,1.4457638505637835,1.0,4
631,201.0,3.0676830519687157,1.0,2
342,202.0,1.681921831446612,1.0,5
453,203.0,3.160378843201803,1.0,3
179,203.0,3.456914023510384,1.0,7
638,203.0,2.0180732372252477,1.0,5
308,203.0,3.4742216842069986,1.0,2
377,203.0,3.458836183712204,1.0,2
76,203.0,3.416915009776014,1.0,2
429,203.0,1.5388424300611838,1.0,6
770,204.0,2.698838484998671,1.0,3
505,204.0,2.7423072497526024,1.0,4
819,204.0,1.1373047018997293,1.0,3
697,205.0,2.7365325502669062,1.0,2
637,205.0,3.1915326324557083,1.0,1
197,205.0,3.9357620424101305,1.0,2
654,206.0,1.4619231464674476,1.0,5
338,206.0,2.0792242320598717,1.0,6
468,207.0,0.2623026471796699,1.0,5
526,208.0,3.10191558509763,1.0,7
196,208.0,3.318452737937468,1.0,6
758,209.0,3.28191525634242,1.0,1
60,209.0,4.0992278483671765,1.0,1
203,209.0,4.090374405006474,1.0,1
89,209.0,3.8984507654062104,1.0,2
182,209.0,2.6265290983372074,1.0,3
300,210.0,3.358842758816394,1.0,3
579,210.0,2.777688147674465,1.0,2
433,211.0,3.5830685524635113,1.0,1
229,211.0,3.4661502551354046,1.0,2
837,211.0,2.0842251361366992,1.0,7
789,212.0,3.6072992774387735,1.0,7
582,212.0,3.2461433512760047,1.0,2
344,212.0,2.053071346882792,1.0,5
227,212.0,2.6280684702747092,1.0,3
333,212.0,3.354990219532517,1.0,2
573,212.0,3.037303058123682,1.0,7
210,212.0,3.923072497526026,1.0,7
504,212.0,1.9484598061744725,1.0,4
323,213.0,3.458836183712204,1.0,2
41,213.0,3.2665297558476247,1.0,2
267,213.0,2.7184593130416586,1.0,2
365,213.0,3.7653813910546763,1.0,3
500,213.0,1.2061525564218698,1.0,4
790,214.0,3.193454792657528,1.0,7
294,214.0,2.3707667271718673,1.0,6
564,215.0,2.62884226568358,1.0,3
470,215.0,3.118457669265611,1.0,7
483,215.0,1.9369186260833167,1.0,6
311,216.0,4.163840375341125,1.0,1
216,216.0,4.059611622897123,1.0,1
463,217.0,3.0184560254895634,1.0,2
388,217.0,2.914992849574194,1.0,2
295,217.0,1.6680757028893174,1.0,4
578,217.0,2.4403801582226405,1.0,5
44,217.0,2.9676896270729065,1.0,4
674,217.0,1.428847197011723,1.0,4
625,217.0,1.8323070853749988,1.0,5
594,217.0,3.223451998238246,1.0,7
524,218.0,2.381151323589834,1.0,5
64,218.0,3.2088402931523228,1.0,7
328,218.0,3.2042221773398127,1.0,7
50,218.0,2.8546074312682013,1.0,6
804,219.0,1.8303767062929417,1.0,5
799,219.0,2.331916078230443,1.0,3
593,219.0,2.1403834457747357,1.0,6
527,220.0,0.938849005165374,1.0,5
614,220.0,1.9030688812187213,1.0,6
398,220.0,3.305380404789049,1.0,7
778,220.0,2.906913201622361,1.0,7
716,221.0,2.3888399643971123,1.0,6
93,221.0,2.96653304339972,1.0,7
62,221.0,2.160378843201803,1.0,6
230,221.0,3.5511491866809726,1.0,1
805,221.0,2.240385089550783,1.0,4
836,221.0,2.8272979624179335,1.0,1
465,222.0,3.465376459726534,1.0,1
592,222.0,1.0473048662773334,1.0,4
330,222.0,2.0634559433007613,1.0,5
645,222.0,2.6461499263801946,1.0,6
660,222.0,2.105385336117191,1.0,4
635,223.0,3.7099968768255094,1.0,1
488,223.0,2.7169199411041567,1.0,6
202,223.0,3.221912626300745,1.0,3
632,223.0,2.7384547104687256,1.0,3
359,223.0,3.23999408240623,1.0,3
97,224.0,3.7434556145455518,1.0,2
639,224.0,1.5653863223828184,1.0,5
380,224.0,3.960766562794261,1.0,1
356,224.0,3.237298126795539,1.0,7
55,225.0,3.038451422916631,1.0,7
615,225.0,2.901146721016901,1.0,6
160,225.0,3.2419162426080494,1.0,2
372,225.0,2.7949958083710795,1.0,3
353,225.0,3.318835526201786,1.0,7
590,225.0,3.0649953152382654,1.0,2
677,225.0,3.023074141302074,1.0,1
135,225.0,1.681148036037739,1.0,5
177,225.0,2.8680707715611766,1.0,4
383,226.0,1.5292234101718485,1.0,5
322,226.0,3.4346136776171816,1.0,4
324,226.0,3.12422414987107,1.0,6
502,226.0,3.36384366289322,1.0,3
743,226.0,3.4573050306549398,1.0,7
220,226.0,3.803067237442674,1.0,1
106,226.0,2.073457751454413,1.0,5
437,226.0,2.74923031403125,1.0,4
24,227.0,3.6076902845833265,1.0,3
646,227.0,1.1673019074804478,1.0,6
626,227.0,3.163840375341125,1.0,2
314,227.0,2.756536166574211,1.0,4
800,227.0,1.4207675490598908,1.0,5
219,227.0,2.774226615535141,1.0,5
244,228.0,3.6838357727681914,1.0,1
366,228.0,3.1746077600234113,1.0,4
652,228.0,3.976526632673136,1.0,2
495,228.0,2.3892309715416657,1.0,6
513,228.0,3.870766727171867,1.0,1
514,228.0,0.9646108831979003,1.0,5
587,228.0,2.332298866494761,1.0,6
384,229.0,2.388457176132797,1.0,7
499,229.0,3.409226368968736,1.0,1
605,229.0,1.7399940824062299,1.0,4
714,229.0,3.4399973699583253,1.0,1
273,229.0,2.6003762131601253,1.0,3
636,229.0,3.00192216020182,1.0,7
440,230.0,2.4853800760338385,1.0,7
492,230.0,3.067300263704401,1.0,7
712,230.0,2.796917968572899,1.0,7
741,230.0,3.224608581911435,1.0,7
306,230.0,3.7334538063919,1.0,2
343,231.0,3.5026877367304534,1.0,7
125,231.0,3.0134551214127376,1.0,7
480,231.0,3.4242290811992144,1.0,7
519,231.0,2.200760645200491,1.0,4
798,231.0,2.919228177122387,1.0,3
791,231.0,3.343074470057284,1.0,1
110,232.0,2.989224396437478,1.0,3
256,232.0,2.2111534604986978,1.0,4
