,sac_t_y_landing,sac_y_landing,time_independant_sac,trial_sequence
173,-368.0,2.3838390603202866,1.0,6
382,-344.0,4.80422382111586,1.0,7
218,-300.0,4.379220944507777,1.0,7
479,-283.0,4.117301085592425,1.0,7
221,-259.0,4.369992931762996,1.0,1
219,-254.0,3.858451751671841,1.0,2
239,-252.0,3.2426818191366813,1.0,2
171,-251.0,2.758458326776031,1.0,4
102,-244.0,3.213458408964833,1.0,6
52,-241.0,3.796917968572899,1.0,3
225,-238.0,3.3249930139517985,1.0,3
74,-233.0,2.8372997705715868,1.0,7
816,-212.0,4.192680997248656,1.0,7
685,-212.0,3.489224396437478,1.0,6
98,-211.0,4.350380322600245,1.0,1
590,-205.0,4.508071429071594,1.0,7
41,-200.0,3.3965368240846288,1.0,3
34,-192.0,3.3369169823072693,1.0,6
133,-192.0,2.3496147460716137,1.0,3
358,-175.0,4.791534276231756,1.0,7
520,-172.0,4.250761467088514,1.0,7
458,-172.0,4.311912461923139,1.0,7
214,-167.0,3.3011450772408537,1.0,3
72,-167.0,2.6557689462695304,1.0,5
222,-158.0,3.353450847595015,1.0,7
661,-150.0,4.502679517850216,1.0,1
350,-145.0,3.9461466388280995,1.0,6
156,-143.0,3.8776897914505124,1.0,2
97,-142.0,2.062307578507811,1.0,6
288,-141.0,3.963454299524714,1.0,7
159,-140.0,4.46653304339972,1.0,1
73,-140.0,3.0634559433007613,1.0,5
118,-140.0,4.612300181515599,1.0,2
132,-139.0,3.3257668093606694,1.0,2
690,-138.0,2.879611951652332,1.0,6
635,-138.0,4.658448464119746,1.0,2
607,-136.0,3.2869161604192456,1.0,7
1,-123.0,2.852302482802064,1.0,7
283,-119.0,3.8207659052838436,1.0,2
351,-119.0,4.893449861329385,1.0,1
266,-103.0,3.5569156672864315,1.0,2
121,-98.0,4.33691698230727,1.0,2
238,-97.0,3.5138379096770533,1.0,3
162,-93.0,2.853459066475253,1.0,5
391,-92.0,4.426143022520795,1.0,3
275,-89.0,3.457687818919255,1.0,4
260,-88.0,3.693837580921846,1.0,7
334,-88.0,2.9173060169205676,1.0,5
495,-81.0,3.6546123625963443,1.0,7
379,-81.0,3.6338431697604063,1.0,6
160,-79.0,4.119223245794244,1.0,2
307,-78.0,3.872680668493449,1.0,2
398,-78.0,4.8996073490794,1.0,4
111,-67.0,4.303458244587229,1.0,2
573,-62.0,3.5273012499700287,1.0,6
220,-58.0,4.273452820126271,1.0,2
768,-56.0,4.054993507084612,1.0,4
123,-53.0,4.0223003458932025,1.0,3
192,-53.0,3.803841032851545,1.0,7
212,-48.0,3.984606280624968,1.0,2
407,-45.0,4.414219054165324,1.0,4
636,-44.0,4.848067155253871,1.0,1
290,-44.0,3.6903760487825217,1.0,3
649,-39.0,3.9049910414205407,1.0,2
478,-35.0,3.7230692099739313,1.0,4
788,-32.0,4.74652613954032,1.0,7
503,-26.0,4.147689298317698,1.0,3
700,-21.0,3.067691270848954,1.0,2
415,-19.0,3.912296893963503,1.0,6
119,-19.0,3.141149022303369,1.0,6
836,-15.0,4.051914763209606,1.0,6
814,-13.0,2.311537892539061,1.0,4
431,-8.0,2.7773053594101476,1.0,6
33,-7.0,2.5869210917473886,1.0,5
264,-5.0,3.5453827060755136,1.0,6
491,5.0,4.815756782326778,1.0,7
47,7.0,3.714606773757782,1.0,4
807,11.0,4.613448546308548,1.0,7
606,14.0,4.664988740134076,1.0,2
449,19.0,5.498069620917943,1.0,1
327,21.0,3.756536166574211,1.0,3
145,26.0,2.7307660696614473,1.0,4
408,27.0,3.727296318641886,1.0,6
154,31.0,1.8830734837916538,1.0,5
84,34.0,4.23807192220441,1.0,2
835,34.0,3.720764261507796,1.0,6
23,36.0,2.922689709261711,1.0,6
168,36.0,3.0319193657825387,1.0,6
311,46.0,3.708066497743452,1.0,4
106,47.0,3.88652679705074,1.0,2
176,47.0,3.062299359627575,1.0,3
741,52.0,3.8996073490793997,1.0,6
681,55.0,4.949608170967424,1.0,1
742,55.0,4.658448464119746,1.0,2
284,58.0,2.8011450772408533,1.0,5
265,59.0,3.5876866682760213,1.0,4
543,60.0,5.15037703504815,1.0,1
172,61.0,3.7807586726692333,1.0,1
158,63.0,2.840378514446593,1.0,5
130,65.0,2.7042221773398123,1.0,3
348,65.0,3.237306345675775,1.0,3
206,70.0,2.9349964658814973,1.0,4
517,71.0,3.4334570939439955,1.0,6
240,72.0,3.534224314248676,1.0,5
761,73.0,4.7399940824062305,1.0,2
308,78.0,2.9623059347317637,1.0,3
684,80.0,4.597297469285119,1.0,1
682,80.0,4.735758754858035,1.0,2
170,82.0,3.8157650012070157,1.0,2
318,83.0,4.854607431268201,1.0,2
94,84.0,4.073457751454413,1.0,5
178,85.0,3.6526819835142867,1.0,2
519,86.0,4.242299030872365,1.0,7
27,91.0,3.1188404575299287,1.0,4
625,94.0,4.773070031861955,1.0,1
186,95.0,3.853841854739568,1.0,1
326,95.0,4.634225958024723,1.0,2
610,95.0,3.761919858915353,1.0,7
551,97.0,4.994990877042937,1.0,2
289,98.0,3.318069949673153,1.0,4
743,105.0,3.838839142509089,1.0,6
480,108.0,3.6338349508801686,1.0,3
287,109.0,3.1765299202252315,1.0,7
648,120.0,4.566143680031215,1.0,1
378,121.0,3.1630747988124934,1.0,5
149,121.0,2.455000082188804,1.0,4
400,122.0,4.0711445841080405,1.0,7
51,124.0,3.083459559608067,1.0,5
