,sac_t_y_landing,sac_y_landing,time_independant_sac,trial_sequence
739,-334.0,3.5938441560260355,1.0,6
217,-320.0,3.9488425944387906,1.0,7
705,-312.0,3.297683545101532,1.0,4
401,-285.0,3.7722962364530845,1.0,5
570,-279.0,4.903068881218721,1.0,1
445,-275.0,3.698455696734354,1.0,7
444,-257.0,3.320765905283843,1.0,6
162,-250.0,3.2453777747473715,1.0,3
525,-246.0,4.000757357648396,1.0,7
672,-227.0,3.6569173110624793,1.0,4
608,-223.0,2.1938457998020833,1.0,6
527,-222.0,3.1211454059960637,1.0,5
745,-218.0,3.7434556145455518,1.0,2
202,-215.0,4.427299606193981,1.0,7
487,-210.0,3.8457622067877364,1.0,3
709,-209.0,4.224991370175751,1.0,7
193,-197.0,3.3119124619231393,1.0,4
192,-195.0,4.659605047792932,1.0,2
400,-190.0,3.2249913701757507,1.0,4
142,-187.0,1.9323087291510461,1.0,1
231,-184.0,3.0034533132590866,1.0,6
704,-182.0,4.070379007579407,1.0,6
509,-181.0,3.2049959727486836,1.0,6
301,-180.0,1.2973089757174545,1.0,6
496,-179.0,3.7257651655846216,1.0,2
673,-169.0,2.4411457347512733,1.0,5
187,-167.0,4.511915749475234,1.0,2
699,-147.0,4.796144173164028,1.0,1
402,-142.0,4.254222999227836,1.0,7
510,-136.0,3.539990794854135,1.0,6
760,-131.0,2.507305852542963,1.0,6
652,-129.0,4.713450190084595,1.0,6
530,-127.0,4.18037424062887,1.0,3
607,-127.0,1.2561533783098935,1.0,5
559,-127.0,1.5715355912525932,1.0,6
404,-120.0,2.218076524777341,1.0,5
360,-114.0,3.3772987843059576,1.0,6
508,-113.0,3.4423023184244603,1.0,6
176,-113.0,3.535763686186178,1.0,4
492,-112.0,4.486528440826787,1.0,1
438,-112.0,5.076528276449183,1.0,1
576,-110.0,3.5023049484661355,1.0,4
159,-107.0,3.533450518839805,1.0,6
415,-106.0,1.1130739769244693,1.0,3
141,-103.0,1.7723044553333216,1.0,5
490,-100.0,2.863460874628904,1.0,5
561,-97.0,3.088843251949208,1.0,3
90,-96.0,1.8934580802096228,1.0,3
44,-96.0,3.6642231636054428,1.0,7
500,-95.0,4.989607184701794,1.0,1
197,-90.0,4.221529838036427,1.0,6
519,-89.0,2.4715339474765456,1.0,3
595,-85.0,1.753457422699205,1.0,5
449,-84.0,3.928838978131485,1.0,7
161,-84.0,2.285376788481743,1.0,6
397,-82.0,3.5215347693645693,1.0,7
746,-81.0,3.4399891510780876,1.0,2
580,-81.0,4.073449532574176,1.0,2
239,-79.0,5.351911475657511,1.0,1
483,-77.0,3.116918297328109,1.0,4
428,-76.0,3.249222095151011,1.0,4
254,-76.0,2.1957679600039026,1.0,5
120,-74.0,4.543452326993457,1.0,2
689,-73.0,4.178843087571604,1.0,2
804,-72.0,4.457296811774702,1.0,6
604,-71.0,3.506149268869775,1.0,7
267,-69.0,4.328837334355438,1.0,7
577,-68.0,5.417297798040329,1.0,1
573,-67.0,4.824993013951799,1.0,7
783,-63.0,4.466150255135404,1.0,2
491,-62.0,4.068839635641905,1.0,3
394,-61.0,3.5934531488814807,1.0,2
486,-57.0,4.41537563783851,1.0,1
306,-53.0,2.6919154207200258,1.0,5
398,-45.0,4.47307331941405,1.0,2
320,-43.0,2.456922242390624,1.0,6
240,-41.0,1.1699978630911387,1.0,5
549,-39.0,-0.061542001979179695,1.0,5
184,-37.0,3.0215347693645693,1.0,4
837,-31.0,3.298066333365848,1.0,5
257,-31.0,4.4038344577473545,1.0,2
698,-27.0,3.9969130372447568,1.0,6
552,-26.0,3.0557590836132453,1.0,6
541,-18.0,2.9103829526419203,1.0,7
