onset	duration	run_number	trial_number	trial_sequence	saccade_direction	fixation_duration	post_stim_duration	spatial_jitter_x	spatial_jitter_y
1493.06546	1.775414	1	1	6	2	1	3	9	11
1495.190883	1.7788774	1	2	6	2	1	3	9	6
1497.519687	1.7790184	1	3	6	1	1	3	6	1
1499.838516	2.0687819	1	4	7	2	8	6	6	11
1502.458005	1.8082834	1	5	1	1	3	4	9	8
1504.815882	2.1090401	1	6	7	1	10	6	1	1
1507.46448	1.929035	1	7	7	1	6	4	11	8
1509.793324	2.1089067	1	8	7	1	10	6	10	4
1512.501922	1.8190324	1	9	3	2	11	1	4	2
1514.870701	1.9090095	1	10	3	2	3	6	4	4
1517.129606	1.9390109	1	11	7	1	4	5	3	2
1519.628342	1.7990875	1	12	4	1	10	1	9	3
1521.897192	1.7990168	1	13	3	2	5	3	1	3
1524.046055	2.008959	1	14	6	2	10	4	4	2
1526.614806	1.9091219	1	15	6	2	5	4	5	7
1529.07354	1.9589843	1	16	4	2	8	5	11	1
1531.582255	1.8590475	1	17	3	1	8	3	8	6
1533.791167	1.7890431	1	18	2	2	2	4	5	3
1536.149977	1.8590791	1	19	3	2	3	5	11	5
1538.558754	1.7990609	1	20	2	2	10	1	7	9
1540.897559	1.968924	1	21	3	2	6	6	4	9
1543.416247	1.9289784	1	22	3	2	4	6	5	7
1545.895007	1.7690822	1	23	5	1	1	4	7	3
1548.013966	1.8690145	1	24	6	1	8	2	6	4
1550.452717	1.9390057	1	25	3	2	7	5	1	11
1552.931476	1.8092619	1	26	1	1	3	4	11	1
1555.090377	1.659139	1	27	3	2	3	1	8	3
1557.309257	1.9689641	1	28	3	2	11	4	1	1
1559.827983	2.058917	1	29	7	1	10	5	6	8
1562.236758	1.9090028	1	30	5	2	8	4	6	6
1564.695502	1.9493311	1	31	7	1	7	4	11	8
1567.144232	1.8090839	1	32	5	2	8	2	9	8
1569.49307	1.7890831	1	33	1	2	2	4	5	11
1571.851908	1.6391357	1	34	3	1	2	1	5	11
1574.050778	1.8789745	1	35	5	2	9	3	11	1
1576.499536	1.7191025	1	36	4	2	1	3	2	4
1578.788361	1.8590318	1	37	4	2	8	3	2	2
1581.217152	1.7590624	1	38	6	1	5	1	7	6
1583.585964	2.0491963	1	39	2	1	10	6	8	9
1586.204604	1.9590149	1	40	6	1	5	5	3	1
1588.693361	1.9689629	1	41	2	1	11	4	7	2
1591.23206	1.689118	1	42	2	1	2	2	8	10
1593.490919	1.679121	1	43	3	1	4	1	10	1
1595.749773	1.8589998	1	44	7	2	10	1	3	9
1598.138528	1.8090626	1	45	7	1	5	2	1	2
1600.477381	1.8490224	1	46	2	2	10	2	11	3
1602.856168	1.6891562	1	47	3	2	2	2	1	1
1605.085062	1.9089928	1	48	6	1	10	2	9	8
1607.343916	1.8990135	1	49	2	2	10	3	8	8
1609.812668	1.8190101	1	50	5	1	1	5	6	2
1612.171461	1.8590231	1	51	6	1	5	3	8	9
1614.580467	1.7688345	1	52	6	2	3	2	1	11
1616.909078	1.7093541	1	53	5	2	3	2	6	8
1618.96804	1.8190445	1	54	7	2	8	1	3	3
1621.356826	1.6191614	1	55	5	2	1	1	8	10
1623.495739	1.9789758	1	56	2	2	9	5	6	6
1626.054462	2.0189533	1	57	4	1	11	5	1	10
1628.423235	1.6191844	1	58	2	1	1	1	2	8
1630.582154	1.7290989	1	59	2	1	4	2	3	3
1632.821028	1.9689774	1	60	4	1	6	6	2	1
1635.379717	1.8690247	1	61	3	1	6	4	6	10
1637.80874	1.8587425	1	62	3	1	8	3	1	3
1640.197278	2.008947	1	63	6	2	5	6	11	5
1642.755979	1.8690307	1	64	7	2	3	4	2	10
1645.024834	1.7590858	1	65	2	2	8	1	9	4
1647.333961	1.8687173	1	66	5	1	11	2	7	10
1649.742442	1.9290296	1	67	6	1	11	2	1	1
1652.021309	1.8090778	1	68	6	1	5	2	6	1
1654.440084	1.9589846	1	69	1	1	8	5	10	6
1656.938815	1.9689869	1	70	7	2	3	6	3	3
1659.447545	1.8990235	1	71	5	1	5	5	6	9
1661.696414	1.9089765	1	72	4	1	8	4	6	9
1664.205142	2.0189565	1	73	5	1	11	5	6	2
1666.773875	1.8090489	1	74	4	1	8	2	1	8
1669.102878	1.7988584	1	75	7	1	7	1	11	4
1671.441481	1.899019	1	76	4	2	10	3	3	8
1673.890204	1.8990536	1	77	1	1	10	3	7	4
1676.139107	1.8290473	1	78	7	2	6	2	8	1
1678.507918	1.7190882	1	79	1	1	6	1	9	7
1680.576878	2.0489041	1	80	6	2	7	6	1	2
1683.18554	1.6591508	1	81	1	2	3	1	11	4
1685.424409	1.9889657	1	82	5	1	7	6	3	1
1687.763224	1.6791222	1	83	3	1	4	1	6	2
1689.79226	1.6990403	1	84	6	2	2	1	6	5
1692.031063	1.7090986	1	85	5	1	3	2	7	9
1694.269918	1.7193135	1	86	4	2	1	3	2	8
1696.338874	1.9589317	1	87	3	1	8	5	2	5
1698.827718	1.6391355	1	88	1	2	2	1	1	8
1700.996507	1.829082	1	89	2	1	9	2	11	3
1703.175441	1.7890064	1	90	4	2	7	2	11	1
1705.504201	1.9789872	1	91	7	2	6	5	7	9
1708.003308	1.8287241	1	92	1	1	9	2	5	6
1710.361792	1.9889695	1	93	2	2	7	6	4	11
1712.880526	1.8489885	1	94	5	2	10	2	11	5
1715.279304	1.7690834	1	95	5	2	6	2	5	7
1717.398249	1.9992552	1	96	7	1	7	5	6	2
1719.976946	1.6991206	1	97	7	1	2	1	9	9
1722.185814	1.9389993	1	98	1	2	7	5	7	3
1724.68455	1.8490409	1	99	5	2	10	2	7	7
1727.133327	1.968923	1	100	4	1	6	6	6	10
1729.452094	1.8990744	1	101	1	1	5	5	8	7
1731.920891	1.9493823	1	102	1	2	5	6	1	3
1734.451931	1.6570637	1	103	1	1	3	1	11	6
1736.758826	1.7190418	1	104	3	1	3	2	7	8
1738.837645	1.9290387	1	105	5	1	9	4	3	3
1741.326396	1.9389672	1	106	6	1	4	5	11	9
1743.615261	1.7190137	1	107	4	1	1	3	1	2
1745.894088	1.9589462	1	108	6	2	10	3	9	2
1748.432661	1.739035	1	109	2	1	2	3	2	2
1750.511733	1.8289452	1	110	2	1	4	4	3	3
1752.880271	1.7591895	1	111	1	2	8	1	11	9
1754.989381	1.6890442	1	112	1	2	2	2	6	6
1757.25813	1.9189869	1	113	3	1	6	5	5	6
1759.746981	1.80899	1	114	2	1	8	2	8	1
1762.025868	2.0687525	1	115	4	2	11	6	4	5
1764.454612	2.0487442	1	116	2	2	10	6	8	3
1767.083218	1.8690172	1	117	1	2	1	6	10	10
1769.531974	2.0189924	1	118	1	2	11	5	10	10
1772.11056	1.9591915	1	119	4	2	8	5	8	8
1774.559448	1.7789089	1	120	4	2	9	1	7	2
1776.918093	1.8790244	1	121	4	1	9	3	2	9
1779.346987	2.0490407	1	122	4	1	10	6	9	5
1781.915682	1.7890997	1	123	5	2	7	2	10	4
1784.284439	1.8691318	1	124	1	1	11	2	4	5
1786.71329	1.8190812	1	125	2	1	6	3	3	6
1789.052077	1.9089027	1	126	5	1	3	6	6	9
1791.480836	1.6691234	1	127	4	2	1	2	9	9
1793.499893	1.7588931	1	128	7	2	5	1	10	7
1795.79854	1.8692429	1	129	4	1	1	6	7	7
1798.257595	1.8788063	1	130	7	2	6	3	4	9
1800.676174	1.8191337	1	131	5	2	6	3	6	10
1802.845069	2.039071	1	132	6	1	9	5	5	3
1805.244009	1.8788848	1	133	1	1	4	5	5	1
1807.65277	1.8788218	1	134	1	2	9	3	10	5
1810.081395	1.819161	1	135	3	1	6	3	2	7
1812.25032	1.739025	1	136	6	2	4	1	5	8
1814.339328	1.9190487	1	137	7	2	8	3	7	1
1816.818108	1.8490076	1	138	2	2	5	4	4	8
1819.206821	1.898984	1	139	5	1	10	3	11	6
1821.655535	1.7791906	1	140	2	2	4	3	1	6
